month,service_center_id,service_type,job_category,model_id,variant_id,total_orders,completed_orders,breached_orders,sla_target_hours,avg_resolution_hours,p90_resolution_hours,backlog_open_orders,parts_wait_orders,repeat_repair_orders,cancelled_orders
2024-04-01,SVC056,Warranty Repair,Campaign,,,3,3,0,48.00,36.05,64.07,0,0,0,0
2024-04-01,SVC056,Warranty Repair,Diagnostics,,,3,1,0,48.00,36.05,64.07,1,0,0,1
2024-04-01,SVC056,Warranty Repair,Electrical,,,5,2,1,72.00,58.08,96.11,1,1,0,2
2024-04-01,SVC056,Warranty Repair,Maintenance,,,2,1,0,48.00,36.03,64.05,0,0,0,1
2024-04-01,SVC056,Warranty Repair,Mechanical,,,3,1,0,48.00,36.05,64.07,2,0,0,0
2024-04-01,SVC057,Accident Repair,Body Repair,,,10,6,1,96.00,80.15,122.22,3,1,1,1
2024-04-01,SVC057,Inspection,Body Repair,,,1,0,0,96.00,80.01,122.02,1,0,0,0
2024-04-01,SVC057,Inspection,Campaign,,,1,0,0,48.00,36.01,64.02,0,0,0,1
2024-04-01,SVC057,Inspection,Diagnostics,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2024-04-01,SVC057,Inspection,Electrical,,,1,0,0,72.00,58.01,96.02,1,0,0,0
2024-04-01,SVC057,Inspection,Maintenance,,,3,2,0,48.00,36.04,64.07,0,0,0,1
2024-04-01,SVC057,Inspection,Mechanical,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2024-04-01,SVC057,Periodic Service,Body Repair,,,2,2,0,96.00,80.03,122.04,0,0,0,0
2024-04-01,SVC057,Periodic Service,Campaign,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2024-04-01,SVC057,Periodic Service,Electrical,,,5,3,0,72.00,58.07,96.11,1,1,0,1
2024-04-01,SVC057,Periodic Service,Maintenance,,,2,2,0,48.00,36.03,64.04,0,0,0,0
2024-04-01,SVC057,Recall Campaign,Campaign,,,14,11,1,48.00,36.21,64.31,1,1,2,2
2024-04-01,SVC057,Running Repair,Body Repair,,,6,3,1,96.00,80.09,122.13,1,0,1,2
2024-04-01,SVC057,Running Repair,Diagnostics,,,1,0,0,48.00,36.01,64.02,0,0,0,1
2024-04-01,SVC057,Running Repair,Maintenance,,,4,2,0,48.00,36.06,64.09,1,0,0,1
2024-04-01,SVC057,Running Repair,Mechanical,,,5,1,1,48.00,36.07,64.11,0,0,1,4
2024-04-01,SVC057,Warranty Repair,Body Repair,,,5,4,1,96.00,80.07,122.11,0,0,0,1
2024-04-01,SVC057,Warranty Repair,Campaign,,,1,0,0,48.00,36.01,64.02,1,0,0,0
2024-04-01,SVC057,Warranty Repair,Diagnostics,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2024-04-01,SVC057,Warranty Repair,Electrical,,,1,0,0,72.00,58.01,96.02,0,0,0,1
2024-04-01,SVC057,Warranty Repair,Maintenance,,,11,9,1,48.00,36.16,64.24,1,1,2,1
2024-04-01,SVC057,Warranty Repair,Mechanical,,,2,1,0,48.00,36.03,64.04,1,0,1,0
2024-04-01,SVC058,Accident Repair,Body Repair,,,17,11,2,96.00,80.25,122.37,3,1,0,3
2024-04-01,SVC058,Inspection,Body Repair,,,2,1,0,96.00,80.03,122.04,0,0,0,1
2024-04-01,SVC058,Inspection,Campaign,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2024-04-01,SVC058,Inspection,Diagnostics,,,2,1,0,48.00,36.03,64.04,0,0,0,1
2024-04-01,SVC058,Inspection,Electrical,,,5,5,0,72.00,58.07,96.11,0,1,0,0
2024-04-01,SVC058,Inspection,Maintenance,,,7,5,0,48.00,36.10,64.15,1,0,0,1
2024-04-01,SVC058,Inspection,Mechanical,,,2,1,0,48.00,36.03,64.04,1,0,0,0
2024-04-01,SVC058,Periodic Service,Body Repair,,,2,1,0,96.00,80.03,122.04,0,0,0,1
2024-04-01,SVC058,Periodic Service,Campaign,,,3,2,0,48.00,36.04,64.07,0,0,0,1
2024-04-01,SVC058,Periodic Service,Maintenance,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2024-04-01,SVC058,Periodic Service,Mechanical,,,3,2,0,48.00,36.04,64.07,1,0,0,0
2024-04-01,SVC058,Recall Campaign,Campaign,,,18,9,1,48.00,36.26,64.39,3,1,1,6
2024-04-01,SVC058,Running Repair,Body Repair,,,1,0,0,96.00,80.01,122.02,1,0,0,0
2024-04-01,SVC058,Running Repair,Campaign,,,2,2,0,48.00,36.03,64.04,0,0,0,0
2024-04-01,SVC058,Running Repair,Diagnostics,,,1,0,0,48.00,36.01,64.02,1,0,0,0
2024-04-01,SVC058,Running Repair,Electrical,,,2,1,0,72.00,58.03,96.04,0,0,0,1
2024-04-01,SVC058,Running Repair,Maintenance,,,5,5,0,48.00,36.07,64.11,0,0,0,0
2024-04-01,SVC058,Running Repair,Mechanical,,,2,2,0,48.00,36.03,64.04,0,0,0,0
2024-04-01,SVC058,Warranty Repair,Body Repair,,,2,2,0,96.00,80.03,122.04,0,0,0,0
2024-04-01,SVC058,Warranty Repair,Campaign,,,2,1,0,48.00,36.03,64.04,1,0,0,0
2024-04-01,SVC058,Warranty Repair,Diagnostics,,,2,1,0,48.00,36.03,64.04,1,0,0,0
2024-04-01,SVC059,Accident Repair,Body Repair,,,17,13,2,96.00,80.24,122.36,2,1,0,2
2024-04-01,SVC059,Inspection,Body Repair,,,3,1,0,96.00,80.04,122.06,2,0,0,0
2024-04-01,SVC059,Inspection,Campaign,,,2,1,0,48.00,36.03,64.04,1,0,0,0
2024-04-01,SVC059,Inspection,Diagnostics,,,3,2,0,48.00,36.04,64.06,0,0,1,1
2024-04-01,SVC059,Inspection,Electrical,,,1,0,0,72.00,58.01,96.02,1,0,0,0
2024-04-01,SVC059,Inspection,Maintenance,,,3,1,0,48.00,36.04,64.06,2,0,0,0
2024-04-01,SVC059,Inspection,Mechanical,,,2,1,0,48.00,36.03,64.04,0,0,0,1
2024-04-01,SVC059,Periodic Service,Body Repair,,,3,2,0,96.00,80.04,122.06,0,0,0,1
2024-04-01,SVC059,Periodic Service,Campaign,,,4,4,0,48.00,36.06,64.09,0,0,1,0
2024-04-01,SVC059,Periodic Service,Diagnostics,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2024-04-01,SVC059,Periodic Service,Electrical,,,1,1,0,72.00,58.01,96.02,0,0,0,0
2024-04-01,SVC059,Periodic Service,Maintenance,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2024-04-01,SVC059,Periodic Service,Mechanical,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2024-04-01,SVC059,Recall Campaign,Campaign,,,13,8,1,48.00,36.18,64.28,2,1,1,3
2024-04-01,SVC059,Running Repair,Body Repair,,,1,1,0,96.00,80.01,122.02,0,0,0,0
2024-04-01,SVC059,Running Repair,Campaign,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2024-04-01,SVC059,Running Repair,Diagnostics,,,3,2,0,48.00,36.04,64.06,1,0,0,0
2024-04-01,SVC059,Running Repair,Electrical,,,2,1,0,72.00,58.03,96.04,0,0,0,1
2024-04-01,SVC059,Running Repair,Maintenance,,,1,0,0,48.00,36.01,64.02,1,0,0,0
2024-04-01,SVC059,Running Repair,Mechanical,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2024-04-01,SVC059,Warranty Repair,Body Repair,,,2,2,0,96.00,80.03,122.04,0,0,0,0
2024-04-01,SVC059,Warranty Repair,Campaign,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2024-04-01,SVC059,Warranty Repair,Diagnostics,,,3,2,0,48.00,36.04,64.06,0,0,0,1
2024-04-01,SVC059,Warranty Repair,Electrical,,,1,1,0,72.00,58.01,96.02,0,0,0,0
2024-04-01,SVC059,Warranty Repair,Maintenance,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2024-04-01,SVC059,Warranty Repair,Mechanical,,,7,3,1,48.00,36.10,64.15,1,0,0,3
2024-04-01,SVC060,Accident Repair,Body Repair,,,21,15,2,96.00,80.29,122.44,3,1,0,3
2024-04-01,SVC060,Inspection,Body Repair,,,4,4,0,96.00,80.06,122.08,0,0,0,0
2024-04-01,SVC060,Inspection,Campaign,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2024-04-01,SVC060,Inspection,Diagnostics,,,3,3,0,48.00,36.04,64.06,0,0,0,0
2024-04-01,SVC060,Inspection,Electrical,,,1,1,0,72.00,58.01,96.02,0,0,0,0
2024-04-01,SVC060,Inspection,Maintenance,,,2,1,0,48.00,36.03,64.04,0,0,1,1
2024-04-01,SVC060,Inspection,Mechanical,,,1,0,0,48.00,36.01,64.02,0,0,0,1
2024-04-01,SVC060,Periodic Service,Body Repair,,,3,3,0,96.00,80.04,122.06,0,0,0,0
2024-04-01,SVC060,Periodic Service,Campaign,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2024-04-01,SVC060,Periodic Service,Diagnostics,,,2,1,0,48.00,36.03,64.04,0,0,0,1
2024-04-01,SVC060,Periodic Service,Electrical,,,2,1,0,72.00,58.03,96.04,0,0,1,1
2024-04-01,SVC060,Periodic Service,Maintenance,,,1,0,0,48.00,36.01,64.02,0,0,0,1
2024-04-01,SVC060,Periodic Service,Mechanical,,,3,2,0,48.00,36.04,64.06,0,0,0,1
2024-04-01,SVC060,Recall Campaign,Campaign,,,18,15,1,48.00,36.25,64.38,3,1,0,0
2024-04-01,SVC060,Running Repair,Body Repair,,,4,2,0,96.00,80.06,122.08,1,0,0,1
2024-04-01,SVC060,Running Repair,Campaign,,,1,0,0,48.00,36.01,64.02,1,0,0,0
2024-04-01,SVC060,Running Repair,Diagnostics,,,3,3,0,48.00,36.04,64.06,0,0,0,0
2024-04-01,SVC060,Running Repair,Electrical,,,3,1,0,72.00,58.04,96.06,1,0,0,1
2024-04-01,SVC060,Running Repair,Maintenance,,,2,2,0,48.00,36.03,64.04,0,0,0,0
2024-04-01,SVC060,Running Repair,Mechanical,,,2,1,0,48.00,36.03,64.04,1,0,0,0
2024-04-01,SVC060,Warranty Repair,Body Repair,,,2,2,1,96.00,80.03,122.04,0,0,1,0
2024-04-01,SVC060,Warranty Repair,Campaign,,,2,1,0,48.00,36.03,64.04,0,0,0,1
2024-04-01,SVC060,Warranty Repair,Diagnostics,,,2,1,0,48.00,36.03,64.04,0,0,0,1
2024-04-01,SVC060,Warranty Repair,Electrical,,,2,1,0,72.00,58.03,96.04,1,0,0,0
2024-04-01,SVC060,Warranty Repair,Maintenance,,,3,2,0,48.00,36.04,64.06,0,0,0,1
2024-04-01,SVC060,Warranty Repair,Mechanical,,,2,1,0,48.00,36.03,64.04,0,0,1,1
2024-05-01,SVC001,Accident Repair,Body Repair,,,30,19,4,96.00,80.24,122.37,6,2,2,5
2024-05-01,SVC001,Inspection,Body Repair,,,6,4,0,96.00,80.05,122.07,1,0,0,1
2024-05-01,SVC001,Inspection,Campaign,,,9,7,1,48.00,36.07,64.11,2,1,1,0
2024-05-01,SVC001,Inspection,Diagnostics,,,9,5,0,48.00,36.07,64.11,3,1,0,1
2024-05-01,SVC001,Inspection,Electrical,,,2,2,0,72.00,58.02,96.02,0,0,0,0
2024-05-01,SVC001,Inspection,Maintenance,,,5,4,0,48.00,36.04,64.06,0,0,0,1
2024-05-01,SVC001,Inspection,Mechanical,,,6,4,0,48.00,36.05,64.07,0,0,0,2
2024-05-01,SVC001,Periodic Service,Body Repair,,,6,5,1,96.00,80.05,122.07,0,0,1,1
2024-05-01,SVC001,Periodic Service,Campaign,,,2,1,0,48.00,36.02,64.02,1,0,0,0
2024-05-01,SVC001,Periodic Service,Diagnostics,,,8,5,0,48.00,36.07,64.10,2,0,0,1
2024-05-01,SVC001,Periodic Service,Electrical,,,2,1,0,72.00,58.02,96.02,1,0,1,0
2024-05-01,SVC001,Periodic Service,Maintenance,,,1,1,0,48.00,36.01,64.01,0,0,0,0
2024-05-01,SVC001,Periodic Service,Mechanical,,,5,3,0,48.00,36.04,64.06,1,0,0,1
2024-05-01,SVC001,Recall Campaign,Campaign,,,45,31,4,48.00,36.37,64.55,7,3,5,7
2024-05-01,SVC001,Running Repair,Body Repair,,,3,1,0,96.00,80.02,122.04,1,0,0,1
2024-05-01,SVC001,Running Repair,Campaign,,,3,2,0,48.00,36.02,64.04,1,0,0,0
2024-05-01,SVC001,Running Repair,Diagnostics,,,8,5,1,48.00,36.07,64.10,2,0,0,1
2024-05-01,SVC001,Running Repair,Electrical,,,8,6,1,72.00,58.07,96.10,1,1,2,1
2024-05-01,SVC001,Running Repair,Maintenance,,,4,3,0,48.00,36.03,64.05,1,0,0,0
2024-05-01,SVC001,Running Repair,Mechanical,,,8,5,1,48.00,36.07,64.10,2,0,0,1
2024-05-01,SVC001,Warranty Repair,Body Repair,,,11,7,1,96.00,80.09,122.13,3,1,1,1
2024-05-01,SVC001,Warranty Repair,Campaign,,,6,4,0,48.00,36.05,64.07,0,0,0,2
2024-05-01,SVC001,Warranty Repair,Diagnostics,,,4,4,0,48.00,36.03,64.05,0,0,0,0
2024-05-01,SVC001,Warranty Repair,Electrical,,,2,1,1,72.00,58.02,96.02,1,0,1,0
2024-05-01,SVC001,Warranty Repair,Maintenance,,,8,6,1,48.00,36.07,64.10,1,0,0,1
2024-05-01,SVC001,Warranty Repair,Mechanical,,,4,2,0,48.00,36.03,64.05,1,0,0,1
2024-05-01,SVC002,Accident Repair,Body Repair,,,40,26,5,96.00,80.31,122.47,7,2,2,7
2024-05-01,SVC002,Inspection,Body Repair,,,6,2,0,96.00,80.05,122.07,3,0,0,1
2024-05-01,SVC002,Inspection,Campaign,,,5,4,0,48.00,36.04,64.06,0,0,0,1
2024-05-01,SVC002,Inspection,Diagnostics,,,6,4,0,48.00,36.05,64.07,1,0,0,1
2024-05-01,SVC002,Inspection,Electrical,,,5,3,0,72.00,58.04,96.06,1,1,0,1
2024-05-01,SVC002,Inspection,Maintenance,,,5,1,0,48.00,36.04,64.06,2,0,0,2
2024-05-01,SVC002,Inspection,Mechanical,,,7,4,0,48.00,36.05,64.08,0,0,0,3
2024-05-01,SVC002,Periodic Service,Body Repair,,,7,3,0,96.00,80.05,122.08,3,0,0,1
2024-05-01,SVC002,Periodic Service,Campaign,,,6,4,0,48.00,36.05,64.07,1,0,0,1
2024-05-01,SVC002,Periodic Service,Diagnostics,,,10,7,0,48.00,36.08,64.12,0,1,0,3
2024-05-01,SVC002,Periodic Service,Electrical,,,5,1,0,72.00,58.04,96.06,2,1,0,2
2024-05-01,SVC002,Periodic Service,Maintenance,,,4,2,0,48.00,36.03,64.05,0,0,0,2
2024-05-01,SVC002,Periodic Service,Mechanical,,,3,3,0,48.00,36.02,64.04,0,0,0,0
2024-05-01,SVC002,Recall Campaign,Campaign,,,27,19,2,48.00,36.21,64.32,3,2,3,5
2024-05-01,SVC002,Running Repair,Body Repair,,,10,9,2,96.00,80.08,122.12,1,1,2,0
2024-05-01,SVC002,Running Repair,Campaign,,,9,7,1,48.00,36.07,64.11,1,1,0,1
2024-05-01,SVC002,Running Repair,Diagnostics,,,5,3,0,48.00,36.04,64.06,1,0,0,1
2024-05-01,SVC002,Running Repair,Electrical,,,5,3,1,72.00,58.04,96.06,0,1,0,2
2024-05-01,SVC002,Running Repair,Maintenance,,,4,3,0,48.00,36.03,64.05,1,0,0,0
2024-05-01,SVC002,Running Repair,Mechanical,,,1,0,0,48.00,36.01,64.01,1,0,0,0
2024-05-01,SVC002,Warranty Repair,Body Repair,,,2,2,0,96.00,80.02,122.02,0,0,0,0
2024-05-01,SVC002,Warranty Repair,Campaign,,,6,3,1,48.00,36.05,64.07,2,0,1,1
2024-05-01,SVC002,Warranty Repair,Diagnostics,,,4,2,0,48.00,36.03,64.05,0,0,0,2
2024-05-01,SVC002,Warranty Repair,Electrical,,,3,1,0,72.00,58.02,96.04,2,0,0,0
2024-05-01,SVC002,Warranty Repair,Maintenance,,,4,3,1,48.00,36.03,64.05,1,0,1,0
2024-05-01,SVC002,Warranty Repair,Mechanical,,,11,8,1,48.00,36.09,64.13,0,1,0,3
2024-05-01,SVC003,Accident Repair,Body Repair,,,24,15,3,96.00,80.18,122.27,4,1,2,5
2024-05-01,SVC003,Inspection,Body Repair,,,10,7,1,96.00,80.08,122.11,2,1,0,1
2024-05-01,SVC003,Inspection,Campaign,,,3,1,0,48.00,36.02,64.03,1,0,0,1
2024-05-01,SVC003,Inspection,Diagnostics,,,4,2,0,48.00,36.03,64.05,1,0,0,1
2024-05-01,SVC003,Inspection,Electrical,,,8,7,1,72.00,58.06,96.09,1,1,1,0
2024-05-01,SVC003,Inspection,Maintenance,,,4,4,0,48.00,36.03,64.05,0,0,0,0
2024-05-01,SVC003,Inspection,Mechanical,,,4,2,0,48.00,36.03,64.05,1,0,0,1
2024-05-01,SVC003,Periodic Service,Body Repair,,,7,4,1,96.00,80.05,122.08,2,0,1,1
2024-05-01,SVC003,Periodic Service,Campaign,,,9,5,0,48.00,36.07,64.10,1,1,0,3
2024-05-01,SVC003,Periodic Service,Diagnostics,,,8,6,0,48.00,36.06,64.09,2,0,0,0
2024-05-01,SVC003,Periodic Service,Electrical,,,7,5,1,72.00,58.05,96.08,0,1,0,2
2024-05-01,SVC003,Periodic Service,Maintenance,,,6,6,0,48.00,36.05,64.07,0,0,0,0
2024-05-01,SVC003,Periodic Service,Mechanical,,,5,5,1,48.00,36.04,64.06,0,0,1,0
2024-05-01,SVC003,Recall Campaign,Campaign,,,40,32,2,48.00,36.30,64.45,4,2,2,4
2024-05-01,SVC003,Running Repair,Body Repair,,,5,3,1,96.00,80.04,122.06,1,0,0,1
2024-05-01,SVC003,Running Repair,Campaign,,,10,7,1,48.00,36.08,64.11,1,1,1,2
2024-05-01,SVC003,Running Repair,Diagnostics,,,5,2,0,48.00,36.04,64.06,2,0,0,1
2024-05-01,SVC003,Running Repair,Electrical,,,5,0,1,72.00,58.04,96.06,1,1,1,4
2024-05-01,SVC003,Running Repair,Maintenance,,,3,0,0,48.00,36.02,64.03,2,0,0,1
2024-05-01,SVC003,Running Repair,Mechanical,,,8,5,1,48.00,36.06,64.09,2,0,0,1
2024-05-01,SVC003,Warranty Repair,Body Repair,,,4,4,0,96.00,80.03,122.05,0,0,0,0
2024-05-01,SVC003,Warranty Repair,Campaign,,,4,3,0,48.00,36.03,64.05,0,0,0,1
2024-05-01,SVC003,Warranty Repair,Diagnostics,,,3,1,0,48.00,36.02,64.03,0,0,0,2
2024-05-01,SVC003,Warranty Repair,Electrical,,,3,2,0,72.00,58.02,96.03,1,0,0,0
2024-05-01,SVC003,Warranty Repair,Maintenance,,,6,5,1,48.00,36.05,64.07,0,0,1,1
2024-05-01,SVC003,Warranty Repair,Mechanical,,,4,3,0,48.00,36.03,64.05,1,0,0,0
2024-05-01,SVC004,Accident Repair,Body Repair,,,17,11,3,96.00,80.20,122.29,1,1,4,5
2024-05-01,SVC004,Inspection,Body Repair,,,5,2,0,96.00,80.06,122.09,1,0,0,2
2024-05-01,SVC004,Inspection,Campaign,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2024-05-01,SVC004,Inspection,Diagnostics,,,2,1,0,48.00,36.02,64.03,0,0,0,1
2024-05-01,SVC004,Inspection,Electrical,,,4,3,1,72.00,58.05,96.07,1,0,1,0
2024-05-01,SVC004,Inspection,Maintenance,,,5,2,1,48.00,36.06,64.09,2,0,1,1
2024-05-01,SVC004,Inspection,Mechanical,,,2,1,0,48.00,36.02,64.03,0,0,0,1
2024-05-01,SVC004,Periodic Service,Body Repair,,,2,1,0,96.00,80.02,122.03,0,0,0,1
2024-05-01,SVC004,Periodic Service,Campaign,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2024-05-01,SVC004,Periodic Service,Diagnostics,,,3,2,0,48.00,36.03,64.05,1,0,0,0
2024-05-01,SVC004,Periodic Service,Maintenance,,,3,2,0,48.00,36.03,64.05,0,0,0,1
2024-05-01,SVC004,Periodic Service,Mechanical,,,6,5,0,48.00,36.07,64.10,0,0,0,1
2024-05-01,SVC004,Recall Campaign,Campaign,,,18,11,1,48.00,36.21,64.31,2,1,1,5
2024-05-01,SVC004,Running Repair,Body Repair,,,4,2,0,96.00,80.05,122.07,2,0,0,0
2024-05-01,SVC004,Running Repair,Campaign,,,4,4,0,48.00,36.05,64.07,0,0,0,0
2024-05-01,SVC004,Running Repair,Diagnostics,,,6,3,1,48.00,36.07,64.10,1,0,2,2
2024-05-01,SVC004,Running Repair,Electrical,,,6,5,1,72.00,58.07,96.10,1,1,0,0
2024-05-01,SVC004,Running Repair,Maintenance,,,2,1,0,48.00,36.02,64.03,1,0,0,0
2024-05-01,SVC004,Running Repair,Mechanical,,,1,0,0,48.00,36.01,64.02,1,0,0,0
2024-05-01,SVC004,Warranty Repair,Body Repair,,,4,3,0,96.00,80.05,122.07,0,0,0,1
2024-05-01,SVC004,Warranty Repair,Campaign,,,3,2,0,48.00,36.03,64.05,0,0,0,1
2024-05-01,SVC004,Warranty Repair,Diagnostics,,,4,4,0,48.00,36.05,64.07,0,0,0,0
2024-05-01,SVC004,Warranty Repair,Electrical,,,5,4,1,72.00,58.06,96.09,0,1,0,1
2024-05-01,SVC004,Warranty Repair,Maintenance,,,2,2,0,48.00,36.02,64.03,0,0,0,0
2024-05-01,SVC004,Warranty Repair,Mechanical,,,4,3,1,48.00,36.05,64.07,1,0,1,0
2024-05-01,SVC005,Accident Repair,Body Repair,,,20,9,3,96.00,80.22,122.33,3,1,3,8
2024-05-01,SVC005,Inspection,Body Repair,,,4,1,1,96.00,80.04,122.07,3,0,1,0
2024-05-01,SVC005,Inspection,Campaign,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2024-05-01,SVC005,Inspection,Electrical,,,7,6,1,72.00,58.08,96.12,1,1,0,0
2024-05-01,SVC005,Inspection,Maintenance,,,3,3,0,48.00,36.03,64.05,0,0,0,0
2024-05-01,SVC005,Inspection,Mechanical,,,3,2,0,48.00,36.03,64.05,1,0,0,0
2024-05-01,SVC005,Periodic Service,Body Repair,,,3,2,0,96.00,80.03,122.05,0,0,0,1
2024-05-01,SVC005,Periodic Service,Campaign,,,2,1,0,48.00,36.02,64.03,1,0,0,0
2024-05-01,SVC005,Periodic Service,Diagnostics,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2024-05-01,SVC005,Periodic Service,Electrical,,,4,2,0,72.00,58.04,96.07,1,0,0,1
2024-05-01,SVC005,Periodic Service,Maintenance,,,6,5,0,48.00,36.07,64.10,1,0,0,0
2024-05-01,SVC005,Periodic Service,Mechanical,,,5,2,0,48.00,36.06,64.08,2,0,0,1
2024-05-01,SVC005,Recall Campaign,Campaign,,,20,12,1,48.00,36.22,64.33,2,1,1,6
2024-05-01,SVC005,Running Repair,Body Repair,,,4,1,0,96.00,80.04,122.07,1,0,0,2
2024-05-01,SVC005,Running Repair,Campaign,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2024-05-01,SVC005,Running Repair,Diagnostics,,,5,2,0,48.00,36.06,64.08,2,0,0,1
2024-05-01,SVC005,Running Repair,Maintenance,,,4,4,1,48.00,36.04,64.07,0,0,1,0
2024-05-01,SVC005,Running Repair,Mechanical,,,5,5,0,48.00,36.06,64.08,0,0,0,0
2024-05-01,SVC005,Warranty Repair,Body Repair,,,1,1,0,96.00,80.01,122.02,0,0,0,0
2024-05-01,SVC005,Warranty Repair,Campaign,,,2,1,0,48.00,36.02,64.03,1,0,0,0
2024-05-01,SVC005,Warranty Repair,Diagnostics,,,5,4,0,48.00,36.06,64.08,1,0,0,0
2024-05-01,SVC005,Warranty Repair,Electrical,,,2,2,0,72.00,58.02,96.03,0,0,0,0
2024-05-01,SVC005,Warranty Repair,Maintenance,,,4,4,0,48.00,36.04,64.07,0,0,0,0
2024-05-01,SVC005,Warranty Repair,Mechanical,,,3,1,1,48.00,36.03,64.05,1,0,1,1
2024-05-01,SVC006,Accident Repair,Body Repair,,,19,11,3,96.00,80.20,122.31,7,1,2,1
2024-05-01,SVC006,Inspection,Body Repair,,,2,2,0,96.00,80.02,122.03,0,0,0,0
2024-05-01,SVC006,Inspection,Campaign,,,2,1,0,48.00,36.02,64.03,1,0,0,0
2024-05-01,SVC006,Inspection,Diagnostics,,,2,2,0,48.00,36.02,64.03,0,0,0,0
2024-05-01,SVC006,Inspection,Electrical,,,4,4,1,72.00,58.04,96.06,0,0,1,0
2024-05-01,SVC006,Inspection,Maintenance,,,3,2,1,48.00,36.03,64.05,1,0,2,0
2024-05-01,SVC006,Inspection,Mechanical,,,3,2,0,48.00,36.03,64.05,1,0,1,0
2024-05-01,SVC006,Periodic Service,Body Repair,,,2,2,0,96.00,80.02,122.03,0,0,0,0
2024-05-01,SVC006,Periodic Service,Campaign,,,7,4,0,48.00,36.08,64.11,2,0,0,1
2024-05-01,SVC006,Periodic Service,Diagnostics,,,5,3,1,48.00,36.05,64.08,2,0,1,0
2024-05-01,SVC006,Periodic Service,Electrical,,,3,2,0,72.00,58.03,96.05,1,0,0,0
2024-05-01,SVC006,Periodic Service,Maintenance,,,4,3,0,48.00,36.04,64.06,1,0,0,0
2024-05-01,SVC006,Periodic Service,Mechanical,,,6,5,0,48.00,36.06,64.10,1,0,0,0
2024-05-01,SVC006,Recall Campaign,Campaign,,,25,22,2,48.00,36.27,64.40,1,2,2,2
2024-05-01,SVC006,Running Repair,Body Repair,,,3,2,1,96.00,80.03,122.05,1,0,1,0
2024-05-01,SVC006,Running Repair,Campaign,,,4,3,0,48.00,36.04,64.06,0,0,0,1
2024-05-01,SVC006,Running Repair,Diagnostics,,,3,3,0,48.00,36.03,64.05,0,0,0,0
2024-05-01,SVC006,Running Repair,Electrical,,,4,2,0,72.00,58.04,96.06,1,0,0,1
2024-05-01,SVC006,Running Repair,Maintenance,,,2,2,0,48.00,36.02,64.03,0,0,0,0
2024-05-01,SVC006,Running Repair,Mechanical,,,3,1,1,48.00,36.03,64.05,1,0,1,1
2024-05-01,SVC006,Warranty Repair,Body Repair,,,2,2,0,96.00,80.02,122.03,0,0,0,0
2024-05-01,SVC006,Warranty Repair,Campaign,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2024-05-01,SVC006,Warranty Repair,Diagnostics,,,6,6,1,48.00,36.06,64.10,0,0,1,0
2024-05-01,SVC006,Warranty Repair,Electrical,,,6,1,1,72.00,58.06,96.10,4,1,0,1
2024-05-01,SVC006,Warranty Repair,Maintenance,,,4,4,0,48.00,36.04,64.06,0,0,0,0
2024-05-01,SVC006,Warranty Repair,Mechanical,,,4,3,0,48.00,36.04,64.06,1,0,0,0
2024-05-01,SVC007,Accident Repair,Body Repair,,,15,13,2,96.00,80.16,122.23,1,1,0,1
2024-05-01,SVC007,Inspection,Body Repair,,,8,6,1,96.00,80.08,122.12,2,0,1,0
2024-05-01,SVC007,Inspection,Campaign,,,1,0,0,48.00,36.01,64.02,1,0,0,0
2024-05-01,SVC007,Inspection,Diagnostics,,,5,3,0,48.00,36.05,64.08,1,0,0,1
2024-05-01,SVC007,Inspection,Electrical,,,6,2,0,72.00,58.06,96.09,2,1,0,2
2024-05-01,SVC007,Inspection,Maintenance,,,2,2,0,48.00,36.02,64.03,0,0,0,0
2024-05-01,SVC007,Inspection,Mechanical,,,6,3,0,48.00,36.06,64.09,3,0,0,0
2024-05-01,SVC007,Periodic Service,Body Repair,,,5,4,0,96.00,80.05,122.08,1,0,0,0
2024-05-01,SVC007,Periodic Service,Campaign,,,5,3,1,48.00,36.05,64.08,0,0,1,2
2024-05-01,SVC007,Periodic Service,Diagnostics,,,6,4,0,48.00,36.06,64.09,2,0,0,0
2024-05-01,SVC007,Periodic Service,Electrical,,,3,2,1,72.00,58.03,96.05,0,0,1,1
2024-05-01,SVC007,Periodic Service,Maintenance,,,3,2,0,48.00,36.03,64.05,1,0,0,0
