service_order_id,order_date,month,service_center_id,model_id,variant_id,service_type,job_category,service_channel,status,warranty_flag,repeat_repair_flag,campaign_flag,appointment_flag,promised_delivery_date,completed_date,labor_hours,bay_hours
SO0004128,2026-01-15,2026-01-01,SVC004,MDL001,VAR002,Periodic Service,Maintenance,Walk-in,Completed,false,false,false,true,2026-01-16,2026-01-17,2.6,1.8
SO0004129,2026-01-17,2026-01-01,SVC004,MDL001,VAR003,Recall Campaign,Campaign,Pickup-Drop,Completed,false,false,true,true,2026-01-18,2026-01-17,5.1,4.0
SO0004130,2026-01-26,2026-01-01,SVC004,MDL001,VAR004,Recall Campaign,Campaign,Pickup-Drop,Completed,false,false,true,true,2026-01-27,2026-01-28,2.4,2.0
SO0004131,2026-01-16,2026-01-01,SVC004,MDL001,VAR005,Periodic Service,Diagnostics,Fleet,Completed,false,false,false,true,2026-01-17,2026-01-16,1.3,1.1
SO0004132,2026-01-22,2026-01-01,SVC004,MDL001,VAR006,Warranty Repair,Body Repair,Walk-in,Completed,true,true,false,true,2026-01-23,2026-01-24,5.6,3.9
SO0004133,2026-01-19,2026-01-01,SVC004,MDL002,VAR007,Running Repair,Maintenance,Pickup-Drop,Completed,false,false,false,true,2026-01-20,2026-01-19,3.3,2.8
SO0004134,2026-01-10,2026-01-01,SVC004,MDL002,VAR008,Recall Campaign,Campaign,Fleet,Open,false,false,true,false,2026-01-11,,3.2,2.2
SO0004135,2026-01-31,2026-01-01,SVC004,MDL002,VAR009,Recall Campaign,Campaign,Appointment,Completed,true,false,true,true,2026-02-01,2026-01-31,3.4,2.9
SO0004136,2026-01-23,2026-01-01,SVC004,MDL002,VAR010,Inspection,Mechanical,Walk-in,Completed,false,false,false,true,2026-01-24,2026-01-23,6.4,5.3
SO0004137,2026-01-03,2026-01-01,SVC004,MDL002,VAR011,Running Repair,Mechanical,Walk-in,Cancelled,false,false,false,true,2026-01-04,,5.9,5.0
SO0004138,2026-01-02,2026-01-01,SVC004,MDL002,VAR012,Recall Campaign,Campaign,Fleet,Open,false,false,true,false,2026-01-03,,5.5,4.3
SO0004139,2026-01-01,2026-01-01,SVC004,MDL003,VAR013,Warranty Repair,Campaign,Appointment,Completed,true,false,false,true,2026-01-02,2026-01-02,7.2,6.0
SO0004140,2026-01-17,2026-01-01,SVC004,MDL003,VAR014,Inspection,Diagnostics,Pickup-Drop,Completed,false,false,false,true,2026-01-18,2026-01-18,5.9,4.2
SO0004141,2026-01-05,2026-01-01,SVC004,MDL003,VAR015,Periodic Service,Maintenance,Fleet,Open,false,false,false,true,2026-01-06,,3.1,2.4
SO0004142,2026-01-27,2026-01-01,SVC004,MDL003,VAR016,Warranty Repair,Body Repair,Appointment,Completed,true,false,false,true,2026-01-28,2026-01-28,2.9,2.1
SO0004143,2026-01-01,2026-01-01,SVC004,MDL003,VAR017,Inspection,Maintenance,Fleet,Cancelled,false,false,false,true,2026-01-02,,5.2,3.5
SO0004144,2026-01-10,2026-01-01,SVC004,MDL003,VAR018,Warranty Repair,Campaign,Pickup-Drop,Completed,true,false,false,true,2026-01-11,2026-01-10,3.9,2.7
SO0004145,2026-01-18,2026-01-01,SVC004,MDL004,VAR019,Accident Repair,Body Repair,Pickup-Drop,Completed,false,false,false,true,2026-01-23,2026-01-24,15.4,12.9
SO0004146,2026-02-05,2026-02-01,SVC004,MDL004,VAR022,Periodic Service,Mechanical,Appointment,Completed,false,false,false,true,2026-02-06,2026-02-06,1.3,1.1
SO0004147,2026-02-10,2026-02-01,SVC004,MDL004,VAR023,Recall Campaign,Campaign,Pickup-Drop,Completed,false,false,true,true,2026-02-11,2026-02-12,7.5,5.9
SO0004148,2026-02-22,2026-02-01,SVC004,MDL004,VAR024,Recall Campaign,Campaign,Fleet,Completed,false,false,true,true,2026-02-23,2026-02-24,4.1,3.1
SO0004149,2026-02-17,2026-02-01,SVC004,MDL005,VAR025,Periodic Service,Body Repair,Pickup-Drop,Completed,false,false,false,true,2026-02-18,2026-02-17,1.3,1.2
SO0004150,2026-02-23,2026-02-01,SVC004,MDL005,VAR026,Inspection,Mechanical,Fleet,Cancelled,true,false,false,true,2026-02-24,,3.3,2.8
SO0004151,2026-02-05,2026-02-01,SVC004,MDL005,VAR027,Warranty Repair,Campaign,Pickup-Drop,Completed,true,false,false,false,2026-02-06,2026-02-06,6.9,5.2
SO0004152,2026-02-28,2026-02-01,SVC004,MDL005,VAR028,Periodic Service,Maintenance,Fleet,Open,false,false,false,false,2026-03-01,,1.5,1.2
SO0004153,2026-02-21,2026-02-01,SVC004,MDL005,VAR029,Periodic Service,Campaign,Pickup-Drop,Open,true,false,false,true,2026-02-22,,2.6,1.8
SO0004154,2026-02-16,2026-02-01,SVC004,MDL005,VAR030,Warranty Repair,Mechanical,Fleet,Completed,true,false,false,false,2026-02-17,2026-02-16,8.0,5.5
SO0004155,2026-02-10,2026-02-01,SVC004,MDL006,VAR031,Inspection,Maintenance,Walk-in,Cancelled,false,false,false,false,2026-02-11,,3.8,3.4
SO0004156,2026-02-21,2026-02-01,SVC004,MDL006,VAR032,Inspection,Diagnostics,Fleet,Completed,false,false,false,true,2026-02-22,2026-02-21,7.8,5.6
SO0004157,2026-02-07,2026-02-01,SVC004,MDL006,VAR033,Recall Campaign,Campaign,Pickup-Drop,Open,false,false,true,true,2026-02-08,,4.7,3.5
SO0004158,2026-02-23,2026-02-01,SVC004,MDL006,VAR034,Warranty Repair,Mechanical,Pickup-Drop,Completed,true,false,false,true,2026-02-24,2026-02-24,7.3,5.5
SO0004159,2026-02-02,2026-02-01,SVC004,MDL006,VAR035,Recall Campaign,Campaign,Pickup-Drop,Completed,true,false,true,false,2026-02-03,2026-02-03,2.8,2.5
SO0004160,2026-02-16,2026-02-01,SVC004,MDL006,VAR036,Periodic Service,Maintenance,Fleet,Completed,true,false,false,true,2026-02-17,2026-02-17,1.8,1.4
SO0004161,2026-02-16,2026-02-01,SVC004,MDL007,VAR037,Running Repair,Mechanical,Appointment,Open,false,false,false,true,2026-02-17,,7.8,6.3
SO0004162,2026-02-18,2026-02-01,SVC004,MDL007,VAR038,Running Repair,Body Repair,Fleet,Open,true,false,false,true,2026-02-19,,6.1,5.0
SO0004163,2026-02-09,2026-02-01,SVC004,MDL007,VAR039,Recall Campaign,Campaign,Walk-in,Completed,false,false,true,true,2026-02-10,2026-02-09,2.5,2.2
SO0004164,2026-02-11,2026-02-01,SVC004,MDL007,VAR040,Recall Campaign,Campaign,Appointment,Open,false,false,true,true,2026-02-12,,6.0,4.6
SO0004165,2026-02-18,2026-02-01,SVC004,MDL007,VAR041,Recall Campaign,Campaign,Pickup-Drop,Completed,false,false,true,true,2026-02-19,2026-02-20,3.7,2.5
SO0004166,2026-02-07,2026-02-01,SVC004,MDL007,VAR042,Running Repair,Diagnostics,Pickup-Drop,Open,true,false,false,true,2026-02-08,,6.7,5.0
SO0004167,2026-02-21,2026-02-01,SVC004,MDL008,VAR043,Warranty Repair,Electrical,Pickup-Drop,Open,true,false,false,true,2026-02-22,,4.5,4.0
SO0004168,2026-02-08,2026-02-01,SVC004,MDL008,VAR044,Warranty Repair,Diagnostics,Pickup-Drop,Cancelled,true,false,false,true,2026-02-09,,7.1,5.2
SO0004169,2026-02-09,2026-02-01,SVC004,MDL008,VAR045,Periodic Service,Diagnostics,Walk-in,Cancelled,false,true,false,true,2026-02-10,,3.0,2.5
SO0004170,2026-02-18,2026-02-01,SVC004,MDL008,VAR046,Accident Repair,Body Repair,Walk-in,Completed,false,false,false,true,2026-02-23,2026-02-26,12.9,10.4
SO0004171,2026-02-17,2026-02-01,SVC004,MDL008,VAR047,Warranty Repair,Electrical,Walk-in,Completed,true,false,false,true,2026-02-18,2026-02-18,3.9,3.0
SO0004172,2026-02-12,2026-02-01,SVC004,MDL008,VAR048,Running Repair,Diagnostics,Appointment,Open,false,false,false,true,2026-02-13,,5.7,4.6
SO0004173,2026-02-25,2026-02-01,SVC004,MDL009,VAR049,Warranty Repair,Diagnostics,Appointment,Completed,true,false,false,true,2026-02-26,2026-02-27,7.9,6.2
SO0004174,2026-02-17,2026-02-01,SVC004,MDL009,VAR050,Recall Campaign,Campaign,Pickup-Drop,Completed,false,false,true,true,2026-02-18,2026-02-18,2.7,1.9
SO0004175,2026-02-23,2026-02-01,SVC004,MDL009,VAR051,Running Repair,Electrical,Fleet,Completed,false,false,false,true,2026-02-24,2026-02-25,6.7,5.4
SO0004176,2026-02-18,2026-02-01,SVC004,MDL009,VAR052,Recall Campaign,Campaign,Walk-in,Cancelled,true,false,true,true,2026-02-19,,6.5,5.2
SO0004177,2026-02-11,2026-02-01,SVC004,MDL009,VAR053,Periodic Service,Mechanical,Fleet,Cancelled,false,false,false,true,2026-02-12,,1.4,1.3
SO0004178,2026-02-28,2026-02-01,SVC004,MDL009,VAR054,Warranty Repair,Mechanical,Pickup-Drop,Cancelled,true,false,false,true,2026-03-01,,7.0,5.0
SO0004179,2026-02-14,2026-02-01,SVC004,MDL010,VAR055,Warranty Repair,Electrical,Pickup-Drop,Completed,true,false,false,true,2026-02-15,2026-02-16,3.2,2.4
SO0004180,2026-02-20,2026-02-01,SVC004,MDL010,VAR056,Accident Repair,Body Repair,Pickup-Drop,Completed,false,false,false,false,2026-02-25,2026-02-27,18.2,12.4
SO0004181,2026-02-09,2026-02-01,SVC004,MDL010,VAR057,Running Repair,Campaign,Walk-in,Open,false,false,false,true,2026-02-10,,3.9,3.1
SO0004182,2026-02-26,2026-02-01,SVC004,MDL010,VAR058,Running Repair,Body Repair,Pickup-Drop,Completed,false,false,false,false,2026-02-27,2026-02-28,3.0,2.5
SO0004183,2026-02-13,2026-02-01,SVC004,MDL010,VAR059,Periodic Service,Maintenance,Pickup-Drop,Completed,false,false,false,true,2026-02-14,2026-02-15,2.9,2.0
SO0004184,2026-02-12,2026-02-01,SVC004,MDL010,VAR060,Inspection,Maintenance,Walk-in,Open,true,false,false,false,2026-02-13,,4.3,3.7
SO0004185,2026-02-15,2026-02-01,SVC004,MDL011,VAR061,Accident Repair,Body Repair,Pickup-Drop,Completed,false,false,false,true,2026-02-20,2026-02-22,18.5,15.4
SO0004186,2026-02-18,2026-02-01,SVC004,MDL011,VAR062,Recall Campaign,Campaign,Appointment,Completed,false,false,true,false,2026-02-19,2026-02-19,4.1,2.7
SO0004187,2026-02-13,2026-02-01,SVC004,MDL011,VAR063,Inspection,Mechanical,Pickup-Drop,Cancelled,false,false,false,true,2026-02-14,,4.1,3.2
SO0004188,2026-02-02,2026-02-01,SVC004,MDL011,VAR064,Warranty Repair,Diagnostics,Pickup-Drop,Cancelled,true,false,false,true,2026-02-03,,2.7,2.1
SO0004189,2026-02-26,2026-02-01,SVC004,MDL011,VAR065,Running Repair,Electrical,Pickup-Drop,Cancelled,false,false,false,true,2026-02-27,,7.0,4.9
SO0004190,2026-02-20,2026-02-01,SVC004,MDL011,VAR066,Inspection,Electrical,Fleet,Open,false,false,false,false,2026-02-21,,7.0,5.4
SO0004191,2026-02-24,2026-02-01,SVC004,MDL012,VAR067,Inspection,Mechanical,Pickup-Drop,Open,false,false,false,false,2026-02-25,,4.8,3.6
SO0004192,2026-02-05,2026-02-01,SVC004,MDL012,VAR068,Inspection,Body Repair,Pickup-Drop,Cancelled,false,false,false,true,2026-02-06,,7.9,6.7
SO0004193,2026-02-03,2026-02-01,SVC004,MDL012,VAR069,Accident Repair,Body Repair,Pickup-Drop,Open,false,false,false,true,2026-02-08,,6.2,4.1
SO0004194,2026-02-19,2026-02-01,SVC004,MDL012,VAR070,Warranty Repair,Mechanical,Fleet,Completed,true,false,false,false,2026-02-20,2026-02-19,2.0,1.7
SO0004195,2026-02-23,2026-02-01,SVC004,MDL012,VAR071,Recall Campaign,Campaign,Pickup-Drop,Completed,false,false,true,true,2026-02-24,2026-02-25,2.1,1.9
SO0004196,2026-02-19,2026-02-01,SVC004,MDL012,VAR072,Accident Repair,Body Repair,Walk-in,Completed,false,false,false,true,2026-02-24,2026-02-25,16.9,11.0
SO0004197,2026-02-18,2026-02-01,SVC004,MDL001,VAR001,Inspection,Body Repair,Appointment,Completed,false,false,false,false,2026-02-19,2026-02-20,3.0,2.5
SO0004198,2026-02-25,2026-02-01,SVC004,MDL001,VAR002,Periodic Service,Body Repair,Walk-in,Completed,true,false,false,true,2026-02-26,2026-02-25,1.7,1.4
SO0004199,2026-02-28,2026-02-01,SVC004,MDL001,VAR003,Warranty Repair,Mechanical,Pickup-Drop,Completed,true,false,false,true,2026-03-01,2026-03-01,3.6,2.5
SO0004200,2026-02-11,2026-02-01,SVC004,MDL001,VAR004,Accident Repair,Body Repair,Appointment,Completed,false,false,false,false,2026-02-16,2026-02-19,15.2,13.5
SO0004201,2026-02-16,2026-02-01,SVC004,MDL001,VAR005,Warranty Repair,Electrical,Appointment,Completed,true,false,false,false,2026-02-17,2026-02-17,2.1,1.8
SO0004202,2026-02-25,2026-02-01,SVC004,MDL001,VAR006,Recall Campaign,Campaign,Appointment,Cancelled,false,false,true,false,2026-02-26,,6.1,4.5
SO0004203,2026-02-18,2026-02-01,SVC004,MDL002,VAR007,Recall Campaign,Campaign,Pickup-Drop,Completed,false,false,true,false,2026-02-19,2026-02-19,5.1,3.7
SO0004204,2026-02-15,2026-02-01,SVC004,MDL002,VAR008,Warranty Repair,Campaign,Appointment,Completed,true,false,false,true,2026-02-16,2026-02-15,5.7,4.5
SO0004205,2026-02-04,2026-02-01,SVC004,MDL002,VAR009,Inspection,Campaign,Fleet,Cancelled,false,false,false,true,2026-02-05,,2.1,1.5
SO0004206,2026-02-14,2026-02-01,SVC004,MDL002,VAR010,Inspection,Maintenance,Appointment,Completed,false,false,false,true,2026-02-15,2026-02-16,7.6,5.7
SO0004207,2026-02-06,2026-02-01,SVC004,MDL002,VAR011,Warranty Repair,Campaign,Appointment,Completed,true,false,false,false,2026-02-07,2026-02-07,6.3,5.0
SO0004208,2026-02-27,2026-02-01,SVC004,MDL002,VAR012,Running Repair,Body Repair,Pickup-Drop,Completed,true,false,false,true,2026-02-28,2026-03-01,3.5,3.0
SO0004209,2026-02-26,2026-02-01,SVC004,MDL003,VAR013,Periodic Service,Body Repair,Appointment,Completed,false,false,false,false,2026-02-27,2026-02-26,2.2,1.6
SO0004210,2026-02-16,2026-02-01,SVC004,MDL003,VAR014,Accident Repair,Body Repair,Pickup-Drop,Completed,false,false,false,true,2026-02-21,2026-02-20,15.1,13.4
SO0004211,2026-02-18,2026-02-01,SVC004,MDL003,VAR015,Recall Campaign,Campaign,Pickup-Drop,Cancelled,true,false,true,false,2026-02-19,,3.7,2.4
SO0004212,2026-02-21,2026-02-01,SVC004,MDL003,VAR016,Periodic Service,Campaign,Pickup-Drop,Completed,false,false,false,true,2026-02-22,2026-02-21,1.2,1.0
SO0004213,2026-02-09,2026-02-01,SVC004,MDL003,VAR017,Periodic Service,Campaign,Pickup-Drop,Cancelled,false,false,false,false,2026-02-10,,2.0,1.3
SO0004214,2026-02-28,2026-02-01,SVC004,MDL003,VAR018,Accident Repair,Body Repair,Walk-in,Completed,false,false,false,false,2026-03-05,2026-03-05,11.8,10.1
SO0004215,2026-02-09,2026-02-01,SVC004,MDL004,VAR019,Running Repair,Maintenance,Appointment,Completed,false,false,false,true,2026-02-10,2026-02-11,3.1,2.6
SO0004216,2026-02-16,2026-02-01,SVC004,MDL004,VAR020,Recall Campaign,Campaign,Walk-in,Completed,false,false,true,true,2026-02-17,2026-02-17,3.8,3.1
SO0004217,2026-02-23,2026-02-01,SVC004,MDL004,VAR021,Inspection,Body Repair,Appointment,Completed,false,false,false,true,2026-02-24,2026-02-23,6.7,5.4
SO0004218,2026-02-16,2026-02-01,SVC004,MDL004,VAR022,Recall Campaign,Campaign,Fleet,Completed,false,false,true,true,2026-02-17,2026-02-18,4.4,4.0
SO0004219,2026-02-03,2026-02-01,SVC004,MDL004,VAR023,Running Repair,Maintenance,Pickup-Drop,Open,false,false,false,true,2026-02-04,,2.4,2.1
SO0004220,2026-02-17,2026-02-01,SVC004,MDL004,VAR024,Inspection,Diagnostics,Walk-in,Completed,false,false,false,false,2026-02-18,2026-02-19,6.8,5.7
SO0004221,2026-02-14,2026-02-01,SVC004,MDL005,VAR025,Warranty Repair,Body Repair,Appointment,Open,true,false,false,true,2026-02-15,,2.2,1.8
SO0004222,2026-02-20,2026-02-01,SVC004,MDL005,VAR026,Recall Campaign,Campaign,Walk-in,Completed,true,false,true,true,2026-02-21,2026-02-21,4.9,3.5
SO0004223,2026-02-10,2026-02-01,SVC004,MDL005,VAR027,Warranty Repair,Diagnostics,Walk-in,Cancelled,true,false,false,true,2026-02-11,,4.5,3.0
SO0004224,2026-02-04,2026-02-01,SVC004,MDL005,VAR028,Running Repair,Electrical,Appointment,Completed,false,false,false,true,2026-02-05,2026-02-04,3.7,3.0
SO0004225,2026-02-10,2026-02-01,SVC004,MDL005,VAR029,Inspection,Mechanical,Appointment,Completed,true,false,false,true,2026-02-11,2026-02-11,4.8,3.7
SO0004226,2026-02-27,2026-02-01,SVC004,MDL005,VAR030,Recall Campaign,Campaign,Walk-in,Completed,false,true,true,true,2026-02-28,2026-03-01,4.9,4.4
SO0004227,2026-02-19,2026-02-01,SVC004,MDL006,VAR031,Inspection,Body Repair,Appointment,Open,true,false,false,true,2026-02-20,,6.9,5.3
SO0004228,2026-02-19,2026-02-01,SVC004,MDL006,VAR032,Recall Campaign,Campaign,Appointment,Cancelled,false,false,true,true,2026-02-20,,4.6,3.4
SO0004229,2026-02-24,2026-02-01,SVC004,MDL006,VAR033,Running Repair,Mechanical,Pickup-Drop,Open,false,false,false,true,2026-02-25,,5.9,5.1
SO0004230,2026-02-10,2026-02-01,SVC004,MDL006,VAR034,Running Repair,Diagnostics,Fleet,Completed,false,false,false,true,2026-02-11,2026-02-10,3.5,2.9
SO0004231,2026-02-05,2026-02-01,SVC004,MDL006,VAR035,Recall Campaign,Campaign,Walk-in,Cancelled,false,false,true,true,2026-02-06,,3.7,2.5
SO0004232,2026-02-26,2026-02-01,SVC004,MDL006,VAR036,Periodic Service,Mechanical,Pickup-Drop,Completed,false,false,false,true,2026-02-27,2026-02-26,1.9,1.5
SO0004233,2026-02-25,2026-02-01,SVC004,MDL007,VAR037,Accident Repair,Body Repair,Pickup-Drop,Cancelled,true,false,false,false,2026-03-02,,19.9,17.1
SO0004234,2026-02-06,2026-02-01,SVC004,MDL007,VAR038,Warranty Repair,Electrical,Walk-in,Cancelled,true,false,false,false,2026-02-07,,5.4,3.7
SO0004235,2026-02-01,2026-02-01,SVC004,MDL007,VAR039,Recall Campaign,Campaign,Pickup-Drop,Completed,false,false,true,true,2026-02-02,2026-02-01,7.2,5.1
SO0004236,2026-02-14,2026-02-01,SVC004,MDL007,VAR040,Accident Repair,Body Repair,Fleet,Completed,false,false,false,true,2026-02-19,2026-02-23,8.0,5.4
SO0004237,2026-02-17,2026-02-01,SVC004,MDL007,VAR041,Periodic Service,Electrical,Pickup-Drop,Completed,false,false,false,false,2026-02-18,2026-02-17,2.1,1.7
SO0004238,2026-02-21,2026-02-01,SVC004,MDL007,VAR042,Periodic Service,Campaign,Pickup-Drop,Open,false,false,false,false,2026-02-22,,1.8,1.6
SO0004239,2026-02-06,2026-02-01,SVC004,MDL008,VAR043,Periodic Service,Campaign,Appointment,Open,false,false,false,false,2026-02-07,,1.8,1.5
SO0004240,2026-02-23,2026-02-01,SVC004,MDL008,VAR044,Recall Campaign,Campaign,Appointment,Completed,false,true,true,false,2026-02-24,2026-02-25,4.3,3.5
SO0004241,2026-02-20,2026-02-01,SVC004,MDL008,VAR045,Recall Campaign,Campaign,Appointment,Completed,false,false,true,true,2026-02-21,2026-02-21,4.8,4.1
SO0004242,2026-02-18,2026-02-01,SVC004,MDL008,VAR046,Periodic Service,Mechanical,Fleet,Completed,false,false,false,true,2026-02-19,2026-02-18,2.2,1.8
SO0004243,2026-02-04,2026-02-01,SVC004,MDL008,VAR047,Periodic Service,Campaign,Pickup-Drop,Open,false,false,false,true,2026-02-05,,2.4,1.7
SO0004244,2026-02-24,2026-02-01,SVC004,MDL008,VAR048,Inspection,Campaign,Pickup-Drop,Cancelled,false,false,false,true,2026-02-25,,3.3,2.4
SO0004245,2026-02-09,2026-02-01,SVC004,MDL009,VAR049,Warranty Repair,Campaign,Appointment,Completed,true,false,false,false,2026-02-10,2026-02-09,5.1,4.5
SO0004246,2026-02-13,2026-02-01,SVC004,MDL009,VAR050,Recall Campaign,Campaign,Pickup-Drop,Completed,false,false,true,false,2026-02-14,2026-02-15,4.8,3.5
SO0004247,2026-02-16,2026-02-01,SVC004,MDL009,VAR051,Running Repair,Body Repair,Fleet,Completed,false,true,false,true,2026-02-17,2026-02-17,3.9,2.7
SO0004248,2026-02-05,2026-02-01,SVC004,MDL009,VAR052,Recall Campaign,Campaign,Walk-in,Completed,false,false,true,true,2026-02-06,2026-02-07,4.5,3.0
SO0004249,2026-02-04,2026-02-01,SVC004,MDL009,VAR053,Inspection,Mechanical,Walk-in,Completed,false,false,false,true,2026-02-05,2026-02-05,2.1,1.4
SO0004250,2026-02-21,2026-02-01,SVC004,MDL009,VAR054,Inspection,Diagnostics,Pickup-Drop,Cancelled,false,false,false,true,2026-02-22,,7.1,5.0
SO0004251,2026-02-07,2026-02-01,SVC004,MDL010,VAR055,Periodic Service,Maintenance,Pickup-Drop,Completed,false,false,false,true,2026-02-08,2026-02-07,2.9,2.1
SO0004252,2026-02-05,2026-02-01,SVC004,MDL010,VAR056,Periodic Service,Mechanical,Fleet,Completed,false,false,false,true,2026-02-06,2026-02-05,2.9,2.1
SO0004253,2026-02-16,2026-02-01,SVC004,MDL010,VAR057,Running Repair,Campaign,Appointment,Cancelled,false,false,false,true,2026-02-17,,4.8,3.7
SO0004254,2026-02-08,2026-02-01,SVC004,MDL010,VAR058,Inspection,Mechanical,Fleet,Completed,true,false,false,true,2026-02-09,2026-02-10,7.8,5.7
SO0004255,2026-02-06,2026-02-01,SVC004,MDL010,VAR059,Periodic Service,Body Repair,Walk-in,Completed,false,false,false,false,2026-02-07,2026-02-06,1.7,1.2
SO0004256,2026-02-18,2026-02-01,SVC004,MDL010,VAR060,Warranty Repair,Mechanical,Pickup-Drop,Open,true,false,false,true,2026-02-19,,6.9,5.7
SO0004257,2026-02-17,2026-02-01,SVC004,MDL011,VAR061,Periodic Service,Mechanical,Pickup-Drop,Cancelled,false,false,false,true,2026-02-18,,2.9,2.0
SO0004258,2026-02-22,2026-02-01,SVC004,MDL011,VAR062,Periodic Service,Mechanical,Pickup-Drop,Completed,false,false,false,false,2026-02-23,2026-02-24,3.1,2.7
SO0004259,2026-02-15,2026-02-01,SVC004,MDL011,VAR063,Periodic Service,Body Repair,Appointment,Open,true,false,false,false,2026-02-16,,3.1,2.7
SO0004260,2026-02-17,2026-02-01,SVC004,MDL011,VAR064,Accident Repair,Body Repair,Appointment,Open,false,false,false,true,2026-02-22,,19.4,14.2
SO0004261,2026-02-16,2026-02-01,SVC004,MDL011,VAR065,Periodic Service,Maintenance,Walk-in,Cancelled,false,false,false,true,2026-02-17,,3.0,2.5
SO0004262,2026-02-07,2026-02-01,SVC004,MDL011,VAR066,Warranty Repair,Mechanical,Fleet,Completed,true,false,false,true,2026-02-08,2026-02-09,3.5,2.4
SO0004263,2026-02-01,2026-02-01,SVC004,MDL012,VAR067,Recall Campaign,Campaign,Appointment,Open,true,false,true,false,2026-02-02,,2.2,1.7
SO0004264,2026-02-02,2026-02-01,SVC004,MDL012,VAR068,Warranty Repair,Campaign,Fleet,Open,true,false,false,true,2026-02-03,,3.2,2.2
SO0004265,2026-02-09,2026-02-01,SVC004,MDL012,VAR069,Periodic Service,Electrical,Walk-in,Open,false,false,false,false,2026-02-10,,1.5,1.2
SO0004266,2026-02-25,2026-02-01,SVC004,MDL012,VAR070,Warranty Repair,Electrical,Pickup-Drop,Completed,true,false,false,false,2026-02-26,2026-02-26,4.3,3.0
SO0004267,2026-02-19,2026-02-01,SVC004,MDL012,VAR071,Inspection,Electrical,Pickup-Drop,Completed,true,false,false,true,2026-02-20,2026-02-19,4.4,3.3
SO0004268,2026-02-04,2026-02-01,SVC004,MDL012,VAR072,Running Repair,Body Repair,Fleet,Completed,false,false,false,false,2026-02-05,2026-02-06,5.4,4.0
SO0004269,2026-02-05,2026-02-01,SVC004,MDL001,VAR001,Warranty Repair,Body Repair,Pickup-Drop,Open,true,false,false,true,2026-02-06,,6.4,5.7
SO0004270,2026-02-25,2026-02-01,SVC004,MDL001,VAR002,Recall Campaign,Campaign,Appointment,Cancelled,false,false,true,true,2026-02-26,,7.8,5.3
SO0004271,2026-02-20,2026-02-01,SVC004,MDL001,VAR003,Recall Campaign,Campaign,Appointment,Completed,false,false,true,true,2026-02-21,2026-02-22,6.5,4.5
SO0004272,2026-02-23,2026-02-01,SVC004,MDL001,VAR004,Running Repair,Diagnostics,Appointment,Completed,false,false,false,false,2026-02-24,2026-02-23,5.9,4.6
SO0004273,2026-02-09,2026-02-01,SVC004,MDL001,VAR005,Warranty Repair,Body Repair,Pickup-Drop,Completed,true,false,false,true,2026-02-10,2026-02-11,6.4,4.8
SO0004274,2026-02-15,2026-02-01,SVC004,MDL001,VAR006,Inspection,Body Repair,Walk-in,Completed,false,false,false,false,2026-02-16,2026-02-17,4.3,3.7
SO0004275,2026-02-25,2026-02-01,SVC004,MDL002,VAR007,Accident Repair,Body Repair,Fleet,Open,false,false,false,true,2026-03-02,,11.9,9.4
SO0004276,2026-02-27,2026-02-01,SVC004,MDL002,VAR008,Running Repair,Body Repair,Pickup-Drop,Open,true,false,false,true,2026-02-28,,7.9,5.8
SO0004277,2026-02-21,2026-02-01,SVC004,MDL002,VAR009,Warranty Repair,Diagnostics,Pickup-Drop,Cancelled,true,false,false,true,2026-02-22,,2.4,2.0
SO0004278,2026-02-23,2026-02-01,SVC004,MDL002,VAR010,Inspection,Campaign,Pickup-Drop,Completed,false,false,false,true,2026-02-24,2026-02-25,7.1,6.2
SO0004279,2026-02-05,2026-02-01,SVC004,MDL002,VAR011,Accident Repair,Body Repair,Walk-in,Completed,false,false,false,false,2026-02-10,2026-02-13,16.3,10.6
SO0004280,2026-02-22,2026-02-01,SVC004,MDL002,VAR012,Warranty Repair,Maintenance,Appointment,Completed,true,false,false,true,2026-02-23,2026-02-22,7.4,6.2
SO0004281,2026-02-25,2026-02-01,SVC004,MDL003,VAR013,Running Repair,Mechanical,Pickup-Drop,Completed,true,false,false,true,2026-02-26,2026-02-26,7.2,6.1
SO0004282,2026-02-02,2026-02-01,SVC004,MDL003,VAR014,Accident Repair,Body Repair,Fleet,Completed,false,false,false,true,2026-02-07,2026-02-09,15.1,11.8
SO0004283,2026-02-19,2026-02-01,SVC004,MDL003,VAR015,Warranty Repair,Body Repair,Appointment,Open,true,false,false,false,2026-02-20,,6.7,5.1
SO0004284,2026-02-05,2026-02-01,SVC004,MDL003,VAR016,Running Repair,Electrical,Pickup-Drop,Completed,true,false,false,true,2026-02-06,2026-02-06,7.2,5.3
SO0004285,2026-02-25,2026-02-01,SVC004,MDL003,VAR017,Inspection,Mechanical,Appointment,Completed,false,false,false,true,2026-02-26,2026-02-25,4.2,3.2
SO0004286,2026-02-05,2026-02-01,SVC004,MDL003,VAR018,Running Repair,Mechanical,Appointment,Open,false,true,false,false,2026-02-06,,5.9,4.5
SO0004287,2026-02-18,2026-02-01,SVC004,MDL004,VAR019,Running Repair,Campaign,Fleet,Completed,false,false,false,true,2026-02-19,2026-02-18,7.0,6.1
SO0004288,2026-02-22,2026-02-01,SVC004,MDL004,VAR020,Periodic Service,Electrical,Walk-in,Completed,false,true,false,false,2026-02-23,2026-02-23,2.3,1.5
