month,dealer_id,model_id,variant_id,units_sold,stock_available,inventory_days,average_discount_pct,marketing_spend,test_drives,enquiries,active_sales_executives,dealer_manager_id,regional_manager_id,festival_month,economic_index,competitor_index
2024-04-01,DLR019,MDL005,VAR026,9,32,34.2,5.16,61246.47,32,55,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL005,VAR027,8,16,35.2,5.47,30929.01,25,40,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL005,VAR028,8,26,34.2,4.59,33702.36,35,59,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL005,VAR029,8,23,40.5,4.28,33625.76,36,57,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL005,VAR030,7,19,36.6,5.38,33859.04,25,34,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL006,VAR031,9,25,34.7,3.68,53679.86,28,46,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL006,VAR032,8,27,36.5,3.63,50347.75,25,37,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL006,VAR033,8,31,33.8,4.45,52212.16,34,56,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL006,VAR034,10,31,36.0,5.32,63061.56,38,54,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL006,VAR035,10,27,38.8,5.55,46100.45,34,57,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL006,VAR036,9,17,35.1,5.18,36958.82,30,41,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL007,VAR037,10,28,39.7,3.78,51654.06,40,68,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL007,VAR038,9,26,31.0,4.41,61267.67,28,46,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL007,VAR039,7,23,41.6,5.62,45074.42,27,41,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL007,VAR040,7,29,37.0,4.39,49449.36,23,38,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL007,VAR041,9,29,38.6,5.67,48173.37,30,46,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL007,VAR042,7,26,41.2,3.74,34541.34,27,40,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL008,VAR043,8,21,33.0,5.21,30685.51,33,54,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL008,VAR044,10,28,33.0,5.19,63061.78,38,56,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL008,VAR045,8,17,33.8,5.46,49001.37,29,47,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL008,VAR046,10,26,36.2,3.97,62067.72,34,50,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL008,VAR047,10,37,35.4,5.32,49293.04,44,64,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL008,VAR048,8,16,41.1,3.74,54150.36,36,60,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL009,VAR049,7,23,40.6,5.09,36505.55,26,39,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL009,VAR050,9,26,40.2,3.68,50604.72,34,58,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL009,VAR051,8,21,39.2,4.82,51932.02,32,55,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL009,VAR052,8,14,38.7,5.21,33014.41,31,43,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL009,VAR053,8,18,34.3,5.07,50286.34,34,48,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL009,VAR054,6,28,34.2,5.47,34865.54,21,37,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL010,VAR055,8,27,36.3,4.5,40683.47,24,35,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL010,VAR056,7,34,38.7,4.58,30447.29,30,49,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL010,VAR057,7,22,42.5,5.06,32174.42,29,46,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL010,VAR058,6,26,37.8,4.03,40062.36,19,32,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL010,VAR059,8,26,40.8,4.01,54619.18,33,53,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL010,VAR060,6,17,43.6,3.89,31502.09,18,26,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL011,VAR061,9,23,34.9,5.49,53748.33,33,54,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL011,VAR062,7,24,40.3,4.16,38707.68,26,45,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL011,VAR063,8,28,37.8,5.32,36580.32,29,46,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL011,VAR064,7,17,33.8,3.95,39070.77,28,43,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL011,VAR065,8,26,39.8,4.4,53200.45,30,49,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL011,VAR066,7,16,41.6,5.52,31238.43,24,40,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL012,VAR067,9,30,33.4,5.48,43541.17,32,51,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL012,VAR068,8,26,40.7,4.74,50160.68,28,40,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL012,VAR069,7,15,34.6,4.58,37354.06,29,47,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL012,VAR070,6,31,34.2,4.05,32374.15,20,34,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL012,VAR071,7,25,33.1,5.04,39748.2,25,43,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR019,MDL012,VAR072,7,37,40.6,5.28,41517.58,20,27,12,EMP0217,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL001,VAR001,7,17,39.3,4.86,45765.87,27,40,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL001,VAR002,8,14,36.4,4.09,42752.68,29,40,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL001,VAR003,7,27,38.3,3.61,44882.45,29,40,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL001,VAR004,8,19,39.3,4.13,40383.43,29,50,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL001,VAR005,8,37,33.4,5.14,34882.52,32,44,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL001,VAR006,7,15,36.0,5.58,30003.0,31,52,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL002,VAR007,7,30,34.2,3.73,49683.09,25,40,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL002,VAR008,7,19,42.6,4.39,42285.64,21,29,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL002,VAR009,7,23,36.3,5.54,47734.1,29,49,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL002,VAR010,8,35,33.8,4.84,53754.54,34,48,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL002,VAR011,7,23,38.4,4.28,32650.58,29,47,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL002,VAR012,6,14,36.2,4.91,40909.47,19,27,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL003,VAR013,8,24,37.3,4.95,41990.69,35,48,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL003,VAR014,7,16,41.8,4.02,43200.79,22,35,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL003,VAR015,6,27,41.0,3.96,37674.79,27,43,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL003,VAR016,7,31,36.6,3.91,31594.92,29,43,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL003,VAR017,7,22,34.5,5.45,45854.37,25,36,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL003,VAR018,7,21,41.8,5.04,45797.4,31,53,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL004,VAR019,8,16,33.5,4.12,42201.31,36,50,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL004,VAR020,8,31,35.2,3.98,37118.82,36,58,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL004,VAR021,6,23,36.2,4.05,38161.47,22,30,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL004,VAR022,8,22,33.5,4.35,42410.55,35,49,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL004,VAR023,7,15,39.1,4.36,48743.9,30,50,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL004,VAR024,5,28,37.2,4.34,23339.44,19,32,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL005,VAR025,9,28,38.3,4.57,60553.01,39,55,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL005,VAR026,9,28,36.8,4.91,51066.29,32,52,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL005,VAR027,9,30,37.1,5.51,61388.18,35,57,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL005,VAR028,8,35,33.7,4.54,35770.73,32,48,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL005,VAR029,8,22,33.2,4.57,45578.53,26,36,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL005,VAR030,7,26,34.6,5.25,47526.29,23,36,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL006,VAR031,8,31,37.6,4.96,34441.46,33,54,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL006,VAR032,10,26,39.0,4.21,44476.33,41,64,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL006,VAR033,9,33,36.0,5.07,47807.16,33,57,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL006,VAR034,7,27,32.9,4.72,42068.44,23,33,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL006,VAR035,9,18,39.1,4.29,42753.98,37,52,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL006,VAR036,7,29,38.1,4.07,44034.03,27,47,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL007,VAR037,10,25,38.9,4.04,44312.81,31,44,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL007,VAR038,10,30,35.9,3.77,60093.37,36,56,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL007,VAR039,7,27,34.5,4.9,27744.0,23,32,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL007,VAR040,9,25,34.3,5.4,46013.12,33,56,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL007,VAR041,8,34,39.0,4.49,41379.98,25,38,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL007,VAR042,8,22,37.2,3.73,47808.53,34,49,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL008,VAR043,7,25,36.3,5.33,38167.51,24,40,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL008,VAR044,10,17,36.9,5.7,61151.65,40,60,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL008,VAR045,6,29,39.1,4.63,36780.07,27,37,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL008,VAR046,9,17,34.8,5.38,48186.04,36,55,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL008,VAR047,9,29,35.7,4.78,60778.12,29,44,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL008,VAR048,8,30,35.2,5.45,53915.03,28,41,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL009,VAR049,8,15,40.0,4.75,51175.68,30,51,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL009,VAR050,7,20,37.5,3.79,48828.33,25,35,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL009,VAR051,6,34,38.7,5.21,30955.58,25,44,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL009,VAR052,7,26,34.9,4.61,28896.18,29,40,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL009,VAR053,6,24,34.0,4.09,42448.61,21,31,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL009,VAR054,7,31,42.2,5.39,38189.81,23,37,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL010,VAR055,7,28,35.4,5.44,48379.46,25,34,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL010,VAR056,8,18,39.5,4.33,50106.65,25,38,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL010,VAR057,7,33,33.1,5.11,46863.45,29,47,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL010,VAR058,7,19,33.0,5.16,45310.4,20,34,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL010,VAR059,8,29,39.4,4.93,50127.02,33,56,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL010,VAR060,7,24,40.5,4.92,46756.08,25,38,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL011,VAR061,8,28,41.6,4.32,35628.01,34,47,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL011,VAR062,9,25,36.4,5.67,63394.02,28,44,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL011,VAR063,6,32,35.3,4.9,24309.55,21,29,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL011,VAR064,7,24,40.6,4.19,32511.79,29,44,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL011,VAR065,7,21,34.6,5.21,28768.47,22,35,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL011,VAR066,7,23,42.2,5.02,37989.12,21,32,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL012,VAR067,9,23,37.4,3.66,51699.43,29,44,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL012,VAR068,7,28,38.6,4.48,37829.78,20,32,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL012,VAR069,7,28,40.1,3.66,40210.8,20,29,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL012,VAR070,6,27,39.2,5.54,26737.53,18,31,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL012,VAR071,7,21,42.1,4.65,29012.1,21,36,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR020,MDL012,VAR072,7,21,38.9,5.21,31938.63,25,43,6,EMP0233,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL001,VAR001,9,15,36.3,4.16,63513.82,30,46,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL001,VAR002,7,17,33.6,4.8,49588.21,23,32,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL001,VAR003,7,23,35.1,5.65,28696.28,26,36,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL001,VAR004,7,19,40.3,5.05,46552.82,24,40,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL001,VAR005,8,21,34.1,4.19,44409.26,26,40,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL001,VAR006,6,24,34.5,4.57,30014.8,27,39,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL002,VAR007,9,22,34.5,4.32,61195.71,38,61,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL002,VAR008,10,21,34.7,4.88,64607.76,42,62,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL002,VAR009,6,34,38.8,5.44,40203.89,20,29,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL002,VAR010,8,28,37.1,5.5,54182.57,34,46,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL002,VAR011,7,31,41.4,5.67,45340.83,30,44,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL002,VAR012,8,24,33.7,4.36,41291.93,29,50,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL003,VAR013,7,30,40.5,3.83,27400.28,22,35,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL003,VAR014,9,28,31.6,4.38,58749.67,33,54,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL003,VAR015,7,15,36.3,3.94,33159.97,20,29,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL003,VAR016,6,24,42.6,5.01,39395.36,21,35,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL003,VAR017,9,28,37.8,4.0,55167.82,36,59,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL003,VAR018,8,29,38.2,4.19,33756.07,31,49,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL004,VAR019,7,29,41.8,4.37,47021.34,24,34,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL004,VAR020,7,26,36.5,4.28,29850.04,28,47,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL004,VAR021,6,26,37.9,4.49,26275.21,20,28,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL004,VAR022,8,33,35.5,5.11,47074.54,32,48,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL004,VAR023,9,30,34.4,4.71,52900.24,37,64,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL004,VAR024,6,25,40.1,3.92,23148.05,25,36,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL005,VAR025,9,24,31.0,3.9,37852.92,33,56,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL005,VAR026,12,26,35.7,4.47,66746.74,35,52,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL005,VAR027,10,24,38.7,4.94,40051.83,43,64,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL005,VAR028,9,22,35.2,4.21,44925.36,40,65,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL005,VAR029,11,32,32.8,5.38,66080.31,35,61,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL005,VAR030,9,20,37.7,4.11,34961.49,30,46,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL006,VAR031,10,21,33.4,5.54,49188.78,32,56,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL006,VAR032,10,24,33.0,3.7,51826.4,42,67,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL006,VAR033,8,25,38.3,5.03,31286.05,35,49,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL006,VAR034,12,30,35.0,3.8,49653.31,44,74,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL006,VAR035,10,23,31.2,3.67,53312.09,34,57,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL006,VAR036,9,20,34.4,4.89,63030.63,36,58,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL007,VAR037,9,30,37.2,4.25,58606.41,31,54,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL007,VAR038,10,22,36.8,4.12,41690.41,34,48,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL007,VAR039,9,22,33.7,5.37,54773.31,26,45,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL007,VAR040,8,24,34.5,5.5,42339.84,27,37,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL007,VAR041,10,24,35.0,4.61,70724.39,40,64,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL007,VAR042,9,28,33.5,4.24,35767.24,35,53,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL008,VAR043,11,17,30.1,4.67,64941.3,45,70,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL008,VAR044,11,22,37.1,4.84,66405.97,37,57,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL008,VAR045,7,18,39.8,5.49,33875.22,28,49,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL008,VAR046,8,31,34.1,5.27,50276.94,32,52,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL008,VAR047,9,15,36.1,3.63,53150.41,33,53,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL008,VAR048,9,27,32.2,4.55,61733.01,26,42,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL009,VAR049,9,16,37.2,4.84,46965.9,36,59,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL009,VAR050,8,28,31.8,5.36,39281.42,23,39,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL009,VAR051,8,20,37.5,4.82,52928.13,31,44,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL009,VAR052,8,21,39.9,3.81,54838.04,28,44,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL009,VAR053,8,15,38.8,4.87,54142.75,27,39,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL009,VAR054,6,26,41.2,4.78,36723.3,26,42,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL010,VAR055,8,14,35.9,3.69,40100.3,32,52,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL010,VAR056,8,29,36.8,5.39,41136.9,35,52,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL010,VAR057,7,27,35.5,4.58,31455.79,30,44,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL010,VAR058,9,23,35.1,4.4,41469.17,33,51,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL010,VAR059,8,27,34.3,4.24,46197.4,26,43,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL010,VAR060,8,23,36.6,4.46,51908.23,31,53,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL011,VAR061,10,16,33.5,3.79,59440.66,32,50,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL011,VAR062,8,24,35.6,5.15,35972.33,29,44,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL011,VAR063,7,24,33.5,3.93,44578.72,27,44,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL011,VAR064,6,37,36.0,5.65,30462.68,24,42,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL011,VAR065,8,15,36.7,3.69,33704.5,26,44,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL011,VAR066,7,16,35.3,3.64,47888.71,24,33,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL012,VAR067,7,30,39.1,5.3,31609.64,20,28,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL012,VAR068,10,27,32.8,5.0,51792.13,38,66,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL012,VAR069,7,30,36.9,4.0,48338.93,20,29,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL012,VAR070,7,24,42.0,5.38,43618.8,22,38,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL012,VAR071,8,34,39.5,4.6,43138.4,33,51,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR021,MDL012,VAR072,6,27,42.9,3.62,27767.98,27,45,6,EMP0242,EMP0001,0,100.0,97.8
2024-04-01,DLR022,MDL001,VAR001,7,18,35.1,4.27,46055.08,20,34,9,EMP0251,EMP0001,0,100.0,97.8
2024-04-01,DLR022,MDL001,VAR002,9,27,37.0,5.14,39862.78,34,53,9,EMP0251,EMP0001,0,100.0,97.8
2024-04-01,DLR022,MDL001,VAR003,6,24,36.8,5.57,27747.57,21,31,9,EMP0251,EMP0001,0,100.0,97.8
2024-04-01,DLR022,MDL001,VAR004,8,18,38.7,5.21,36884.08,27,46,9,EMP0251,EMP0001,0,100.0,97.8
2024-04-01,DLR022,MDL001,VAR005,6,30,37.0,3.76,24798.02,25,38,9,EMP0251,EMP0001,0,100.0,97.8
2024-04-01,DLR022,MDL001,VAR006,7,26,33.6,4.89,42359.72,24,35,9,EMP0251,EMP0001,0,100.0,97.8
2024-04-01,DLR022,MDL002,VAR007,7,23,37.3,4.18,31682.31,26,42,9,EMP0251,EMP0001,0,100.0,97.8
2024-04-01,DLR022,MDL002,VAR008,7,27,33.0,3.76,46654.19,20,29,9,EMP0251,EMP0001,0,100.0,97.8
2024-04-01,DLR022,MDL002,VAR009,8,23,40.6,3.77,52590.72,25,40,9,EMP0251,EMP0001,0,100.0,97.8
2024-04-01,DLR022,MDL002,VAR010,7,22,34.0,5.01,33463.93,24,39,9,EMP0251,EMP0001,0,100.0,97.8
2024-04-01,DLR022,MDL002,VAR011,7,26,35.5,4.26,28678.49,29,48,9,EMP0251,EMP0001,0,100.0,97.8
2024-04-01,DLR022,MDL002,VAR012,5,27,35.9,4.43,23053.79,16,25,9,EMP0251,EMP0001,0,100.0,97.8
2024-04-01,DLR022,MDL003,VAR013,6,18,37.0,4.3,33606.76,17,28,9,EMP0251,EMP0001,0,100.0,97.8
2024-04-01,DLR022,MDL003,VAR014,7,33,39.6,4.43,48107.42,22,33,9,EMP0251,EMP0001,0,100.0,97.8
2024-04-01,DLR022,MDL003,VAR015,6,28,40.3,5.22,32583.21,27,42,9,EMP0251,EMP0001,0,100.0,97.8
2024-04-01,DLR022,MDL003,VAR016,7,15,33.4,3.86,44629.14,21,32,9,EMP0251,EMP0001,0,100.0,97.8
