month,service_center_id,part_id,model_id,variant_id,quantity_demanded,quantity_fulfilled,quantity_backordered,lost_sales_quantity,opening_stock,stock_received,closing_stock,stockout_days,average_lead_time_days,warranty_quantity,paid_quantity
2026-04-01,SVC014,PRT0095,MDL006,VAR036,6,6,0,0,15,0,9,0,3.4,1,5
2026-05-01,SVC014,PRT0095,MDL006,VAR036,0,0,0,0,7,0,7,0,8.7,0,0
2025-12-01,SVC014,PRT0096,MDL007,VAR037,2,2,0,0,2,3,3,0,3.8,0,2
2026-01-01,SVC014,PRT0096,MDL007,VAR037,3,3,0,0,5,3,5,0,6.1,1,3
2026-02-01,SVC014,PRT0096,MDL007,VAR037,3,3,0,0,14,0,11,0,5.0,1,2
2026-03-01,SVC014,PRT0096,MDL007,VAR037,5,5,0,0,12,0,7,0,3.4,1,4
2026-04-01,SVC014,PRT0096,MDL007,VAR037,0,0,0,0,0,3,3,0,6.8,0,0
2026-05-01,SVC014,PRT0096,MDL007,VAR037,0,0,0,0,5,0,5,0,9.0,0,0
2025-12-01,SVC014,PRT0097,MDL007,VAR038,9,9,0,0,13,2,6,0,7.0,2,7
2026-01-01,SVC014,PRT0097,MDL007,VAR038,0,0,0,0,0,6,6,0,7.6,0,0
2026-02-01,SVC014,PRT0097,MDL007,VAR038,12,12,0,0,12,2,2,0,2.6,3,9
2026-03-01,SVC014,PRT0097,MDL007,VAR038,0,0,0,0,0,4,4,0,3.4,0,0
2026-04-01,SVC014,PRT0097,MDL007,VAR038,11,11,0,0,13,0,2,0,5.8,2,9
2026-05-01,SVC014,PRT0097,MDL007,VAR038,10,10,0,0,14,0,4,0,6.4,3,8
2025-12-01,SVC014,PRT0098,MDL007,VAR039,6,6,0,0,10,0,4,0,6.3,1,5
2026-01-01,SVC014,PRT0098,MDL007,VAR039,7,7,0,0,7,4,4,0,7.5,2,6
2026-02-01,SVC014,PRT0098,MDL007,VAR039,3,3,0,0,8,0,5,0,7.1,1,2
2026-03-01,SVC014,PRT0098,MDL007,VAR039,0,0,0,0,3,0,3,0,3.2,0,0
2026-04-01,SVC014,PRT0098,MDL007,VAR039,5,5,0,0,7,4,6,0,9.1,1,4
2026-05-01,SVC014,PRT0098,MDL007,VAR039,0,0,0,0,5,0,5,0,6.3,0,0
2025-12-01,SVC014,PRT0099,MDL007,VAR040,4,4,0,0,11,0,7,0,6.4,1,3
2026-01-01,SVC014,PRT0099,MDL007,VAR040,0,0,0,0,1,3,4,0,3.1,0,0
2026-02-01,SVC014,PRT0099,MDL007,VAR040,3,3,0,0,12,0,9,0,8.2,1,2
2026-03-01,SVC014,PRT0099,MDL007,VAR040,0,0,0,0,9,0,9,0,6.7,0,0
2026-04-01,SVC014,PRT0099,MDL007,VAR040,0,0,0,0,11,0,11,0,2.7,0,0
2026-05-01,SVC014,PRT0099,MDL007,VAR040,0,0,0,0,10,0,10,0,8.8,0,0
2025-12-01,SVC014,PRT0100,MDL007,VAR041,6,6,0,0,8,1,3,0,6.6,1,5
2026-01-01,SVC014,PRT0100,MDL007,VAR041,7,7,0,0,14,0,7,0,8.7,2,6
2026-02-01,SVC014,PRT0100,MDL007,VAR041,8,8,0,0,14,0,6,0,2.5,2,7
2026-03-01,SVC014,PRT0100,MDL007,VAR041,9,9,0,0,10,1,2,0,4.6,1,7
2026-04-01,SVC014,PRT0100,MDL007,VAR041,13,13,0,0,14,0,1,0,4.1,3,11
2026-05-01,SVC014,PRT0100,MDL007,VAR041,13,13,0,0,24,0,11,0,2.2,4,10
2025-12-01,SVC014,PRT0101,MDL007,VAR042,0,0,0,0,4,0,4,0,5.1,0,0
2026-01-01,SVC014,PRT0101,MDL007,VAR042,6,6,0,0,11,1,6,0,8.9,1,5
2026-02-01,SVC014,PRT0101,MDL007,VAR042,0,0,0,0,6,1,7,0,2.8,0,0
2026-03-01,SVC014,PRT0101,MDL007,VAR042,0,0,0,0,11,0,11,0,6.6,0,0
2026-04-01,SVC014,PRT0101,MDL007,VAR042,6,6,0,0,16,0,10,0,9.3,1,5
2026-05-01,SVC014,PRT0101,MDL007,VAR042,5,4,0,1,4,6,6,5,9.0,1,3
2025-12-01,SVC014,PRT0102,MDL008,VAR043,0,0,0,0,6,0,6,0,7.5,0,0
2026-01-01,SVC014,PRT0102,MDL008,VAR043,0,0,0,0,4,2,6,0,6.7,0,0
2026-02-01,SVC014,PRT0102,MDL008,VAR043,0,0,0,0,3,0,3,0,8.6,0,0
2026-03-01,SVC014,PRT0102,MDL008,VAR043,2,2,0,0,10,0,8,0,3.4,0,1
2026-04-01,SVC014,PRT0102,MDL008,VAR043,0,0,0,0,9,0,9,0,9.3,0,0
2026-05-01,SVC014,PRT0102,MDL008,VAR043,4,4,0,0,7,4,7,0,8.7,1,3
2025-12-01,SVC014,PRT0103,MDL008,VAR044,10,10,0,0,14,0,4,0,5.9,3,7
2026-01-01,SVC014,PRT0103,MDL008,VAR044,10,10,0,0,19,0,9,0,9.1,2,8
2026-02-01,SVC014,PRT0103,MDL008,VAR044,9,9,0,0,12,0,3,0,7.8,1,7
2026-03-01,SVC014,PRT0103,MDL008,VAR044,13,13,0,0,19,0,6,0,5.1,2,10
2026-04-01,SVC014,PRT0103,MDL008,VAR044,13,13,0,0,19,0,6,0,3.7,2,10
2026-05-01,SVC014,PRT0103,MDL008,VAR044,12,12,0,0,22,0,10,0,7.6,2,9
2025-12-01,SVC014,PRT0104,MDL008,VAR045,5,5,0,0,11,0,6,0,3.2,1,4
2026-01-01,SVC014,PRT0104,MDL008,VAR045,0,0,0,0,7,0,7,0,3.8,0,0
2026-02-01,SVC014,PRT0104,MDL008,VAR045,7,7,0,0,17,0,10,0,4.6,1,6
2026-03-01,SVC014,PRT0104,MDL008,VAR045,7,7,0,0,12,0,5,0,8.6,1,6
2026-04-01,SVC014,PRT0104,MDL008,VAR045,0,0,0,0,3,0,3,0,5.5,0,0
2026-05-01,SVC014,PRT0104,MDL008,VAR045,0,0,0,0,9,0,9,0,2.2,0,0
2025-12-01,SVC014,PRT0105,MDL008,VAR046,0,0,0,0,2,2,4,0,5.5,0,0
2026-01-01,SVC014,PRT0105,MDL008,VAR046,3,3,0,0,12,0,9,0,6.2,1,3
2026-02-01,SVC014,PRT0105,MDL008,VAR046,0,0,0,0,10,0,10,0,4.3,0,0
2026-03-01,SVC014,PRT0105,MDL008,VAR046,0,0,0,0,9,0,9,0,6.4,0,0
2026-04-01,SVC014,PRT0105,MDL008,VAR046,2,2,0,0,2,1,1,0,3.4,1,2
2026-05-01,SVC014,PRT0105,MDL008,VAR046,3,3,0,0,9,0,6,0,2.9,1,2
2025-12-01,SVC014,PRT0106,MDL008,VAR047,11,11,0,0,22,0,11,0,6.8,2,9
2026-01-01,SVC014,PRT0106,MDL008,VAR047,12,12,0,0,19,0,7,0,5.8,3,9
2026-02-01,SVC014,PRT0106,MDL008,VAR047,10,10,0,0,12,0,2,0,8.0,1,9
2026-03-01,SVC014,PRT0106,MDL008,VAR047,11,11,0,0,13,5,7,0,8.2,3,8
2026-04-01,SVC014,PRT0106,MDL008,VAR047,0,0,0,0,8,0,8,0,9.6,0,0
2026-05-01,SVC014,PRT0106,MDL008,VAR047,14,13,0,1,23,0,10,5,6.6,2,10
2025-12-01,SVC014,PRT0107,MDL008,VAR048,7,7,0,0,10,2,5,0,2.1,2,6
2026-01-01,SVC014,PRT0107,MDL008,VAR048,4,4,0,0,15,0,11,0,4.2,1,3
2026-02-01,SVC014,PRT0107,MDL008,VAR048,6,6,0,0,7,3,4,0,6.1,1,5
2026-03-01,SVC014,PRT0107,MDL008,VAR048,4,4,0,0,14,0,10,0,2.4,1,3
2026-04-01,SVC014,PRT0107,MDL008,VAR048,7,7,0,0,16,0,9,0,8.3,2,6
2026-05-01,SVC014,PRT0107,MDL008,VAR048,5,5,0,0,13,0,8,0,9.2,1,4
2025-12-01,SVC014,PRT0108,MDL009,VAR049,0,0,0,0,5,0,5,0,2.2,0,0
2026-01-01,SVC014,PRT0108,MDL009,VAR049,3,3,0,0,14,0,11,0,3.9,1,2
2026-02-01,SVC014,PRT0108,MDL009,VAR049,3,3,0,0,12,0,9,0,3.9,0,2
2026-03-01,SVC014,PRT0108,MDL009,VAR049,4,4,0,0,7,1,4,0,9.8,1,3
2026-04-01,SVC014,PRT0108,MDL009,VAR049,1,1,0,0,4,1,4,0,2.4,0,1
2026-05-01,SVC014,PRT0108,MDL009,VAR049,0,0,0,0,11,0,11,0,8.2,0,0
2025-12-01,SVC014,PRT0109,MDL009,VAR050,12,12,0,0,13,2,3,0,5.4,2,9
2026-01-01,SVC014,PRT0109,MDL009,VAR050,8,8,0,0,17,0,9,0,2.7,1,6
2026-02-01,SVC014,PRT0109,MDL009,VAR050,9,6,2,1,11,0,5,4,9.6,2,5
2026-03-01,SVC014,PRT0109,MDL009,VAR050,8,8,0,0,8,0,0,0,4.8,1,6
2026-04-01,SVC014,PRT0109,MDL009,VAR050,0,0,0,0,8,0,8,0,8.4,0,0
2026-05-01,SVC014,PRT0109,MDL009,VAR050,9,9,0,0,16,0,7,0,2.5,1,7
2025-12-01,SVC014,PRT0110,MDL009,VAR051,5,5,0,0,9,0,4,0,2.9,1,4
2026-01-01,SVC014,PRT0110,MDL009,VAR051,6,6,0,0,15,0,9,0,2.2,2,5
2026-02-01,SVC014,PRT0110,MDL009,VAR051,4,4,0,0,7,0,3,0,8.2,1,3
2026-03-01,SVC014,PRT0110,MDL009,VAR051,5,5,0,0,8,1,4,0,7.1,1,4
2026-04-01,SVC014,PRT0110,MDL009,VAR051,0,0,0,0,9,0,9,0,5.5,0,0
2026-05-01,SVC014,PRT0110,MDL009,VAR051,8,8,0,0,10,4,6,0,8.2,1,6
2025-12-01,SVC014,PRT0111,MDL009,VAR052,0,0,0,0,2,3,5,0,7.7,0,0
2026-01-01,SVC014,PRT0111,MDL009,VAR052,0,0,0,0,0,7,7,0,7.3,0,0
2026-02-01,SVC014,PRT0111,MDL009,VAR052,2,2,0,0,3,1,2,0,2.0,0,2
2026-03-01,SVC014,PRT0111,MDL009,VAR052,0,0,0,0,7,0,7,0,5.3,0,0
2026-04-01,SVC014,PRT0111,MDL009,VAR052,0,0,0,0,9,0,9,0,5.9,0,0
2026-05-01,SVC014,PRT0111,MDL009,VAR052,2,2,0,0,3,2,3,0,3.3,0,1
2025-12-01,SVC014,PRT0112,MDL009,VAR053,12,12,0,0,21,0,9,0,3.7,3,10
2026-01-01,SVC014,PRT0112,MDL009,VAR053,12,12,0,0,19,0,7,0,8.6,2,9
2026-02-01,SVC014,PRT0112,MDL009,VAR053,9,7,1,1,18,0,11,1,2.5,2,6
2026-03-01,SVC014,PRT0112,MDL009,VAR053,12,12,0,0,20,0,8,0,8.3,3,9
2026-04-01,SVC014,PRT0112,MDL009,VAR053,8,8,0,0,14,0,6,0,8.4,1,6
2026-05-01,SVC014,PRT0112,MDL009,VAR053,13,13,0,0,17,0,4,0,7.8,3,10
2025-12-01,SVC014,PRT0113,MDL009,VAR054,0,0,0,0,5,2,7,0,4.0,0,0
2026-01-01,SVC014,PRT0113,MDL009,VAR054,7,7,0,0,9,0,2,0,6.7,1,6
2026-02-01,SVC014,PRT0113,MDL009,VAR054,0,0,0,0,7,0,7,0,2.8,0,0
2026-03-01,SVC014,PRT0113,MDL009,VAR054,0,0,0,0,8,0,8,0,9.6,0,0
2026-04-01,SVC014,PRT0113,MDL009,VAR054,4,4,0,0,15,0,11,0,4.9,1,3
2026-05-01,SVC014,PRT0113,MDL009,VAR054,7,7,0,0,12,1,6,0,8.3,2,6
2025-12-01,SVC014,PRT0114,MDL010,VAR055,4,3,0,1,13,0,10,1,7.1,0,3
2026-01-01,SVC014,PRT0114,MDL010,VAR055,4,4,0,0,6,2,4,0,7.3,1,3
2026-02-01,SVC014,PRT0114,MDL010,VAR055,0,0,0,0,10,0,10,0,3.0,0,0
2026-03-01,SVC014,PRT0114,MDL010,VAR055,0,0,0,0,8,0,8,0,6.9,0,0
2026-04-01,SVC014,PRT0114,MDL010,VAR055,0,0,0,0,11,0,11,0,8.2,0,0
2026-05-01,SVC014,PRT0114,MDL010,VAR055,4,4,0,0,11,0,7,0,8.4,1,3
2025-12-01,SVC014,PRT0115,MDL010,VAR056,15,15,0,0,24,0,9,0,3.6,4,11
2026-01-01,SVC014,PRT0115,MDL010,VAR056,10,8,1,1,11,3,6,3,8.0,2,7
2026-02-01,SVC014,PRT0115,MDL010,VAR056,6,6,0,0,15,0,9,0,7.0,1,5
2026-03-01,SVC014,PRT0115,MDL010,VAR056,9,7,1,1,10,0,3,3,7.2,1,6
2026-04-01,SVC014,PRT0115,MDL010,VAR056,12,12,0,0,20,0,8,0,9.0,2,9
2026-05-01,SVC014,PRT0115,MDL010,VAR056,13,13,0,0,23,0,10,0,3.1,4,9
2025-12-01,SVC014,PRT0116,MDL010,VAR057,4,4,0,0,14,0,10,0,8.5,1,3
2026-01-01,SVC014,PRT0116,MDL010,VAR057,5,5,0,0,15,0,10,0,9.3,1,4
2026-02-01,SVC014,PRT0116,MDL010,VAR057,0,0,0,0,10,0,10,0,7.8,0,0
2026-03-01,SVC014,PRT0116,MDL010,VAR057,0,0,0,0,5,0,5,0,7.6,0,0
2026-04-01,SVC014,PRT0116,MDL010,VAR057,3,3,0,0,4,1,2,0,8.6,1,2
2026-05-01,SVC014,PRT0116,MDL010,VAR057,0,0,0,0,9,0,9,0,4.3,0,0
2025-12-01,SVC014,PRT0117,MDL010,VAR058,0,0,0,0,4,0,4,0,4.4,0,0
2026-01-01,SVC014,PRT0117,MDL010,VAR058,0,0,0,0,10,0,10,0,3.7,0,0
2026-02-01,SVC014,PRT0117,MDL010,VAR058,0,0,0,0,2,3,5,0,4.1,0,0
2026-03-01,SVC014,PRT0117,MDL010,VAR058,0,0,0,0,4,3,7,0,5.2,0,0
2026-04-01,SVC014,PRT0117,MDL010,VAR058,2,2,0,0,6,0,4,0,3.6,1,1
2026-05-01,SVC014,PRT0117,MDL010,VAR058,0,0,0,0,3,0,3,0,4.1,0,0
2025-12-01,SVC014,PRT0118,MDL010,VAR059,7,7,0,0,17,0,10,0,3.5,1,6
2026-01-01,SVC014,PRT0118,MDL010,VAR059,9,9,0,0,14,0,5,0,3.6,2,7
2026-02-01,SVC014,PRT0118,MDL010,VAR059,5,5,0,0,8,1,4,0,6.5,1,4
2026-03-01,SVC014,PRT0118,MDL010,VAR059,11,11,0,0,21,0,10,0,6.7,2,9
2026-04-01,SVC014,PRT0118,MDL010,VAR059,13,13,0,0,14,0,1,0,9.2,3,10
2026-05-01,SVC014,PRT0118,MDL010,VAR059,12,12,0,0,13,4,5,0,4.3,1,10
2025-12-01,SVC014,PRT0119,MDL010,VAR060,0,0,0,0,11,0,11,0,3.9,0,0
2026-01-01,SVC014,PRT0119,MDL010,VAR060,3,3,0,0,6,3,6,0,7.0,1,2
2026-02-01,SVC014,PRT0119,MDL010,VAR060,3,3,0,0,6,0,3,0,8.3,1,3
2026-03-01,SVC014,PRT0119,MDL010,VAR060,4,4,0,0,10,0,6,0,9.4,1,3
2026-04-01,SVC014,PRT0119,MDL010,VAR060,7,7,0,0,8,0,1,0,9.4,1,6
2026-05-01,SVC014,PRT0119,MDL010,VAR060,0,0,0,0,0,2,2,0,3.3,0,0
2025-12-01,SVC014,PRT0120,MDL011,VAR061,0,0,0,0,0,2,2,0,4.5,0,0
2026-01-01,SVC014,PRT0120,MDL011,VAR061,0,0,0,0,2,0,2,0,4.8,0,0
2026-02-01,SVC014,PRT0120,MDL011,VAR061,0,0,0,0,4,0,4,0,4.1,0,0
2026-03-01,SVC014,PRT0120,MDL011,VAR061,5,5,0,0,13,0,8,0,3.0,1,4
2026-04-01,SVC014,PRT0120,MDL011,VAR061,0,0,0,0,9,0,9,0,6.6,0,0
2026-05-01,SVC014,PRT0120,MDL011,VAR061,3,3,0,0,9,0,6,0,5.4,0,2
2025-12-01,SVC014,PRT0121,MDL011,VAR062,7,7,0,0,13,0,6,0,3.5,2,6
2026-01-01,SVC014,PRT0121,MDL011,VAR062,11,11,0,0,11,0,0,0,8.2,3,8
2026-02-01,SVC014,PRT0121,MDL011,VAR062,14,14,0,0,16,3,5,0,2.1,2,10
2026-03-01,SVC014,PRT0121,MDL011,VAR062,9,9,0,0,17,0,8,0,8.1,2,7
2026-04-01,SVC014,PRT0121,MDL011,VAR062,13,13,0,0,13,6,6,0,3.4,3,9
2026-05-01,SVC014,PRT0121,MDL011,VAR062,14,11,0,3,13,3,5,5,2.1,3,9
2025-12-01,SVC014,PRT0122,MDL011,VAR063,5,1,1,3,10,0,9,5,5.1,0,1
2026-01-01,SVC014,PRT0122,MDL011,VAR063,7,6,0,1,9,1,4,3,8.9,1,5
2026-02-01,SVC014,PRT0122,MDL011,VAR063,3,3,0,0,11,0,8,0,2.7,1,2
2026-03-01,SVC014,PRT0122,MDL011,VAR063,0,0,0,0,0,2,2,0,5.1,0,0
2026-04-01,SVC014,PRT0122,MDL011,VAR063,6,6,0,0,11,0,5,0,9.2,1,5
2026-05-01,SVC014,PRT0122,MDL011,VAR063,0,0,0,0,7,0,7,0,5.3,0,0
2025-12-01,SVC014,PRT0123,MDL011,VAR064,4,4,0,0,5,4,5,0,2.8,1,3
2026-01-01,SVC014,PRT0123,MDL011,VAR064,0,0,0,0,3,4,7,0,9.6,0,0
2026-02-01,SVC014,PRT0123,MDL011,VAR064,0,0,0,0,6,0,6,0,9.5,0,0
2026-03-01,SVC014,PRT0123,MDL011,VAR064,0,0,0,0,4,2,6,0,4.7,0,0
2026-04-01,SVC014,PRT0123,MDL011,VAR064,0,0,0,0,7,0,7,0,8.4,0,0
2026-05-01,SVC014,PRT0123,MDL011,VAR064,0,0,0,0,0,3,3,0,6.7,0,0
2025-12-01,SVC014,PRT0124,MDL011,VAR065,9,9,0,0,9,4,4,0,7.5,1,7
2026-01-01,SVC014,PRT0124,MDL011,VAR065,11,11,0,0,14,2,5,0,4.7,2,9
2026-02-01,SVC014,PRT0124,MDL011,VAR065,14,14,0,0,20,0,6,0,5.5,4,11
2026-03-01,SVC014,PRT0124,MDL011,VAR065,12,12,0,0,23,0,11,0,7.2,3,10
2026-04-01,SVC014,PRT0124,MDL011,VAR065,9,9,0,0,20,0,11,0,3.1,1,7
2026-05-01,SVC014,PRT0124,MDL011,VAR065,0,0,0,0,7,0,7,0,3.9,0,0
2025-12-01,SVC014,PRT0125,MDL011,VAR066,5,5,0,0,10,0,5,0,3.3,1,4
2026-01-01,SVC014,PRT0125,MDL011,VAR066,6,6,0,0,12,1,7,0,9.4,1,5
2026-02-01,SVC014,PRT0125,MDL011,VAR066,7,7,0,0,14,0,7,0,3.8,1,6
2026-03-01,SVC014,PRT0125,MDL011,VAR066,3,3,0,0,14,0,11,0,3.8,0,2
2026-04-01,SVC014,PRT0125,MDL011,VAR066,0,0,0,0,0,3,3,0,9.1,0,0
2026-05-01,SVC014,PRT0125,MDL011,VAR066,0,0,0,0,4,0,4,0,5.5,0,0
2025-12-01,SVC014,PRT0126,MDL012,VAR067,0,0,0,0,2,1,3,0,5.6,0,0
2026-01-01,SVC014,PRT0126,MDL012,VAR067,0,0,0,0,6,0,6,0,8.8,0,0
2026-02-01,SVC014,PRT0126,MDL012,VAR067,0,0,0,0,4,0,4,0,3.0,0,0
2026-03-01,SVC014,PRT0126,MDL012,VAR067,3,3,0,0,3,6,6,0,8.5,1,3
2026-04-01,SVC014,PRT0126,MDL012,VAR067,4,4,0,0,15,0,11,0,5.9,1,3
2026-05-01,SVC014,PRT0126,MDL012,VAR067,4,4,0,0,7,1,4,0,4.9,1,3
2025-12-01,SVC014,PRT0127,MDL012,VAR068,11,8,0,3,19,0,11,4,3.5,1,6
2026-01-01,SVC014,PRT0127,MDL012,VAR068,9,9,0,0,9,3,3,0,4.0,1,8
2026-02-01,SVC014,PRT0127,MDL012,VAR068,8,8,0,0,12,0,4,0,3.6,1,6
2026-03-01,SVC014,PRT0127,MDL012,VAR068,12,12,0,0,12,5,5,0,5.3,2,9
2026-04-01,SVC014,PRT0127,MDL012,VAR068,11,11,0,0,18,0,7,0,8.1,2,9
2026-05-01,SVC014,PRT0127,MDL012,VAR068,0,0,0,0,5,0,5,0,7.7,0,0
2025-12-01,SVC014,PRT0128,MDL012,VAR069,5,5,0,0,6,0,1,0,9.9,1,4
2026-01-01,SVC014,PRT0128,MDL012,VAR069,4,4,0,0,7,1,4,0,4.8,1,3
2026-02-01,SVC014,PRT0128,MDL012,VAR069,7,7,0,0,7,4,4,0,6.0,2,5
2026-03-01,SVC014,PRT0128,MDL012,VAR069,8,8,0,0,15,0,7,0,7.4,1,7
2026-04-01,SVC014,PRT0128,MDL012,VAR069,3,3,0,0,13,0,10,0,8.7,1,2
2026-05-01,SVC014,PRT0128,MDL012,VAR069,6,6,0,0,17,0,11,0,6.6,1,4
2025-12-01,SVC014,PRT0129,MDL012,VAR070,0,0,0,0,0,4,4,0,8.0,0,0
2026-01-01,SVC014,PRT0129,MDL012,VAR070,0,0,0,0,10,0,10,0,7.1,0,0
2026-02-01,SVC014,PRT0129,MDL012,VAR070,0,0,0,0,6,0,6,0,2.6,0,0
2026-03-01,SVC014,PRT0129,MDL012,VAR070,1,0,0,1,6,0,6,2,8.3,0,0
2026-04-01,SVC014,PRT0129,MDL012,VAR070,2,2,0,0,2,2,2,0,3.1,1,2
2026-05-01,SVC014,PRT0129,MDL012,VAR070,3,0,1,3,7,0,7,2,4.3,0,0
2025-12-01,SVC014,PRT0130,MDL012,VAR071,10,10,0,0,13,4,7,0,5.7,1,8
2026-01-01,SVC014,PRT0130,MDL012,VAR071,13,13,0,0,13,6,6,0,8.2,3,11
2026-02-01,SVC014,PRT0130,MDL012,VAR071,7,7,0,0,16,0,9,0,4.8,1,6
2026-03-01,SVC014,PRT0130,MDL012,VAR071,7,7,0,0,15,0,8,0,5.8,1,5
2026-04-01,SVC014,PRT0130,MDL012,VAR071,9,9,0,0,18,0,9,0,2.2,3,7
2026-05-01,SVC014,PRT0130,MDL012,VAR071,12,12,0,0,20,0,8,0,3.9,2,10
2025-12-01,SVC014,PRT0131,MDL012,VAR072,5,5,0,0,10,0,5,0,9.1,1,4
2026-01-01,SVC014,PRT0131,MDL012,VAR072,0,0,0,0,4,0,4,0,7.5,0,0
2026-02-01,SVC014,PRT0131,MDL012,VAR072,3,3,0,0,6,0,3,0,5.3,0,2
2026-03-01,SVC014,PRT0131,MDL012,VAR072,0,0,0,0,9,0,9,0,5.1,0,0
2026-04-01,SVC014,PRT0131,MDL012,VAR072,8,8,0,0,14,0,6,0,9.9,1,6
2026-05-01,SVC014,PRT0131,MDL012,VAR072,6,6,0,0,7,0,1,0,4.8,1,5
2025-12-01,SVC014,PRT0132,MDL001,VAR001,1,1,0,0,8,0,7,0,4.0,0,1
2026-01-01,SVC014,PRT0132,MDL001,VAR001,0,0,0,0,10,0,10,0,2.5,0,0
2026-02-01,SVC014,PRT0132,MDL001,VAR001,0,0,0,0,7,0,7,0,6.6,0,0
2026-03-01,SVC014,PRT0132,MDL001,VAR001,0,0,0,0,3,0,3,0,5.8,0,0
2026-04-01,SVC014,PRT0132,MDL001,VAR001,2,2,0,0,6,1,5,0,7.8,1,2
2026-05-01,SVC014,PRT0132,MDL001,VAR001,0,0,0,0,8,0,8,0,4.4,0,0
2025-12-01,SVC014,PRT0133,MDL001,VAR002,11,11,0,0,11,4,4,0,5.6,3,8
2026-01-01,SVC014,PRT0133,MDL001,VAR002,10,10,0,0,19,0,9,0,3.8,2,8
2026-02-01,SVC014,PRT0133,MDL001,VAR002,10,10,0,0,18,0,8,0,7.1,2,8
2026-03-01,SVC014,PRT0133,MDL001,VAR002,8,8,0,0,16,0,8,0,4.2,1,7
2026-04-01,SVC014,PRT0133,MDL001,VAR002,12,12,0,0,14,3,5,0,8.6,2,9
2026-05-01,SVC014,PRT0133,MDL001,VAR002,0,0,0,0,1,6,7,0,3.9,0,0
2025-12-01,SVC014,PRT0134,MDL001,VAR003,5,5,0,0,10,0,5,0,4.9,1,4
2026-01-01,SVC014,PRT0134,MDL001,VAR003,0,0,0,0,8,0,8,0,7.0,0,0
2026-02-01,SVC014,PRT0134,MDL001,VAR003,0,0,0,0,11,0,11,0,6.0,0,0
2026-03-01,SVC014,PRT0134,MDL001,VAR003,0,0,0,0,1,4,5,0,2.6,0,0
2026-04-01,SVC014,PRT0134,MDL001,VAR003,6,3,1,2,10,0,7,2,8.9,1,2
2026-05-01,SVC014,PRT0134,MDL001,VAR003,0,0,0,0,6,0,6,0,3.4,0,0
2025-12-01,SVC014,PRT0135,MDL001,VAR004,5,5,0,0,15,0,10,0,7.5,1,4
2026-01-01,SVC014,PRT0135,MDL001,VAR004,1,1,0,0,6,2,7,0,8.0,0,1
2026-02-01,SVC014,PRT0135,MDL001,VAR004,0,0,0,0,7,0,7,0,7.2,0,0
2026-03-01,SVC014,PRT0135,MDL001,VAR004,3,3,0,0,6,0,3,0,6.1,1,2
2026-04-01,SVC014,PRT0135,MDL001,VAR004,0,0,0,0,4,1,5,0,9.1,0,0
2026-05-01,SVC014,PRT0135,MDL001,VAR004,1,1,0,0,8,0,7,0,6.2,0,1
2025-12-01,SVC014,PRT0136,MDL001,VAR005,11,11,0,0,22,0,11,0,3.4,2,9
2026-01-01,SVC014,PRT0136,MDL001,VAR005,9,9,0,0,11,4,6,0,4.1,1,7
2026-02-01,SVC014,PRT0136,MDL001,VAR005,12,12,0,0,22,0,10,0,8.4,2,9
2026-03-01,SVC014,PRT0136,MDL001,VAR005,0,0,0,0,1,4,5,0,3.5,0,0
2026-04-01,SVC014,PRT0136,MDL001,VAR005,10,10,0,0,12,0,2,0,2.4,1,7
2026-05-01,SVC014,PRT0136,MDL001,VAR005,10,5,2,3,6,11,12,4,8.6,1,4
2025-12-01,SVC014,PRT0137,MDL001,VAR006,5,5,0,0,16,0,11,0,7.6,1,4
2026-01-01,SVC014,PRT0137,MDL001,VAR006,7,7,0,0,18,0,11,0,2.4,2,5
2026-02-01,SVC014,PRT0137,MDL001,VAR006,0,0,0,0,4,0,4,0,8.3,0,0
2026-03-01,SVC014,PRT0137,MDL001,VAR006,2,2,0,0,11,0,9,0,6.8,1,2
2026-04-01,SVC014,PRT0137,MDL001,VAR006,5,5,0,0,9,0,4,0,4.6,1,4
2026-05-01,SVC014,PRT0137,MDL001,VAR006,7,7,0,0,12,0,5,0,7.0,2,6
2025-12-01,SVC014,PRT0138,MDL002,VAR007,0,0,0,0,0,4,4,0,5.1,0,0
2026-01-01,SVC014,PRT0138,MDL002,VAR007,0,0,0,0,2,2,4,0,8.6,0,0
2026-02-01,SVC014,PRT0138,MDL002,VAR007,0,0,0,0,10,0,10,0,2.8,0,0
2026-03-01,SVC014,PRT0138,MDL002,VAR007,2,2,0,0,8,0,6,0,5.7,0,2
2026-04-01,SVC014,PRT0138,MDL002,VAR007,0,0,0,0,8,0,8,0,8.4,0,0
2026-05-01,SVC014,PRT0138,MDL002,VAR007,0,0,0,0,6,0,6,0,5.8,0,0
2025-12-01,SVC014,PRT0139,MDL002,VAR008,14,14,0,0,21,0,7,0,6.7,4,12
2026-01-01,SVC014,PRT0139,MDL002,VAR008,11,11,0,0,14,1,4,0,7.1,3,10
2026-02-01,SVC014,PRT0139,MDL002,VAR008,9,9,0,0,12,0,3,0,6.5,3,8
2026-03-01,SVC014,PRT0139,MDL002,VAR008,13,13,0,0,24,0,11,0,8.2,2,10
2026-04-01,SVC014,PRT0139,MDL002,VAR008,11,11,0,0,13,2,4,0,7.9,2,10
2026-05-01,SVC014,PRT0139,MDL002,VAR008,6,3,2,1,13,0,10,4,7.7,1,3
2025-12-01,SVC014,PRT0140,MDL002,VAR009,4,4,0,0,11,0,7,0,5.8,1,3
