month,service_center_id,claim_type,return_reason,age_bucket,model_id,variant_id,claim_count,return_count,claim_amount,return_amount
2024-06-01,SVC053,Standard Warranty,No Return,4-6m,MDL001,VAR003,1,0,29369,0
2024-06-01,SVC053,Standard Warranty,No Return,7-12m,MDL011,VAR063,1,0,36642,0
2024-06-01,SVC054,Extended Warranty,No Return,0-3m,MDL011,VAR061,1,0,19529,0
2024-06-01,SVC054,Extended Warranty,No Return,0-3m,MDL012,VAR070,1,0,23829,0
2024-06-01,SVC054,Extended Warranty,No Return,13-24m,MDL011,VAR066,1,0,31815,0
2024-06-01,SVC054,Extended Warranty,No Return,25-36m,MDL010,VAR058,1,0,33232,0
2024-06-01,SVC054,Extended Warranty,No Return,25-36m,MDL011,VAR063,1,0,13524,0
2024-06-01,SVC054,Extended Warranty,No Return,4-6m,MDL010,VAR060,1,0,20986,0
2024-06-01,SVC054,Extended Warranty,No Return,4-6m,MDL012,VAR067,1,0,6433,0
2024-06-01,SVC054,Extended Warranty,No Return,7-12m,MDL011,VAR064,1,0,10924,0
2024-06-01,SVC054,Goodwill,No Return,0-3m,MDL001,VAR001,1,0,13076,0
2024-06-01,SVC054,Goodwill,No Return,0-3m,MDL011,VAR062,1,0,27788,0
2024-06-01,SVC054,Goodwill,No Return,13-24m,MDL012,VAR071,1,0,15846,0
2024-06-01,SVC054,Goodwill,No Return,4-6m,MDL012,VAR069,1,0,24201,0
2024-06-01,SVC054,No Claim,Customer Cancellation,4-6m,MDL010,VAR057,0,1,0,331766
2024-06-01,SVC054,No Claim,Customer Cancellation,4-6m,MDL011,VAR066,0,1,0,82352
2024-06-01,SVC054,No Claim,Customer Cancellation,4-6m,MDL012,VAR069,0,1,0,390238
2024-06-01,SVC054,No Claim,Documentation Issue,7-12m,MDL010,VAR060,0,1,0,373640
2024-06-01,SVC054,No Claim,Exchange,4-6m,MDL011,VAR063,0,1,0,78974
2024-06-01,SVC054,No Claim,Incorrect Variant,4-6m,MDL012,VAR072,0,1,0,44005
2024-06-01,SVC054,Recall,No Return,0-3m,MDL011,VAR065,1,0,42611,0
2024-06-01,SVC054,Recall,No Return,4-6m,MDL012,VAR068,1,0,2700,0
2024-06-01,SVC054,Standard Warranty,No Return,13-24m,MDL010,VAR057,1,0,29537,0
2024-06-01,SVC054,Standard Warranty,No Return,13-24m,MDL010,VAR059,1,0,16725,0
2024-06-01,SVC054,Standard Warranty,No Return,25-36m,MDL012,VAR072,1,0,32519,0
2024-06-01,SVC055,Extended Warranty,No Return,0-3m,MDL001,VAR003,1,0,20670,0
2024-06-01,SVC055,Extended Warranty,No Return,25-36m,MDL001,VAR005,1,0,33554,0
2024-06-01,SVC055,Extended Warranty,No Return,25-36m,MDL012,VAR069,1,0,25390,0
2024-06-01,SVC055,Extended Warranty,No Return,7-12m,MDL010,VAR059,1,0,22238,0
2024-06-01,SVC055,Extended Warranty,No Return,7-12m,MDL010,VAR060,1,0,42880,0
2024-06-01,SVC055,Extended Warranty,No Return,7-12m,MDL012,VAR068,1,0,28103,0
2024-06-01,SVC055,Goodwill,No Return,13-24m,MDL012,VAR067,1,0,35089,0
2024-06-01,SVC055,Goodwill,No Return,25-36m,MDL010,VAR058,1,0,4854,0
2024-06-01,SVC055,Goodwill,No Return,4-6m,MDL011,VAR066,1,0,38125,0
2024-06-01,SVC055,Goodwill,No Return,7-12m,MDL001,VAR004,1,0,26746,0
2024-06-01,SVC055,Goodwill,No Return,7-12m,MDL011,VAR061,1,0,19994,0
2024-06-01,SVC055,No Claim,Documentation Issue,7-12m,MDL010,VAR058,0,1,0,405836
2024-06-01,SVC055,No Claim,Exchange,4-6m,MDL012,VAR067,0,1,0,141226
2024-06-01,SVC055,No Claim,Incorrect Variant,0-3m,MDL011,VAR064,0,1,0,170501
2024-06-01,SVC055,No Claim,Transit Damage,0-3m,MDL011,VAR061,0,1,0,315717
2024-06-01,SVC055,Recall,No Return,0-3m,MDL011,VAR065,1,0,6366,0
2024-06-01,SVC055,Recall,No Return,13-24m,MDL011,VAR062,1,0,8332,0
2024-06-01,SVC055,Recall,No Return,7-12m,MDL001,VAR001,1,0,14485,0
2024-06-01,SVC055,Recall,No Return,7-12m,MDL012,VAR071,1,0,21772,0
2024-06-01,SVC055,Standard Warranty,No Return,13-24m,MDL011,VAR064,1,0,2090,0
2024-06-01,SVC055,Standard Warranty,No Return,13-24m,MDL012,VAR072,1,0,15075,0
2024-06-01,SVC055,Standard Warranty,No Return,4-6m,MDL011,VAR063,1,0,24507,0
2024-06-01,SVC055,Standard Warranty,No Return,4-6m,MDL012,VAR070,1,0,6011,0
2024-06-01,SVC055,Standard Warranty,No Return,7-12m,MDL001,VAR002,1,0,9495,0
2024-06-01,SVC056,Extended Warranty,No Return,0-3m,MDL012,VAR067,1,0,30205,0
2024-06-01,SVC056,Extended Warranty,No Return,13-24m,MDL011,VAR062,1,0,38686,0
2024-06-01,SVC056,Extended Warranty,No Return,4-6m,MDL001,VAR003,1,0,37632,0
2024-06-01,SVC056,Extended Warranty,No Return,4-6m,MDL011,VAR066,1,0,3470,0
2024-06-01,SVC056,Goodwill,No Return,0-3m,MDL011,VAR063,1,0,3029,0
2024-06-01,SVC056,Goodwill,No Return,13-24m,MDL011,VAR065,1,0,27322,0
2024-06-01,SVC056,Goodwill,No Return,4-6m,MDL012,VAR072,1,0,25202,0
2024-06-01,SVC056,No Claim,Exchange,0-3m,MDL010,VAR059,0,1,0,81275
2024-06-01,SVC056,No Claim,Exchange,4-6m,MDL011,VAR062,0,1,0,434360
2024-06-01,SVC056,Recall,No Return,13-24m,MDL010,VAR059,1,0,22586,0
2024-06-01,SVC056,Recall,No Return,25-36m,MDL011,VAR061,1,0,17441,0
2024-06-01,SVC056,Standard Warranty,No Return,13-24m,MDL001,VAR001,1,0,32303,0
2024-06-01,SVC056,Standard Warranty,No Return,13-24m,MDL001,VAR002,1,0,11476,0
2024-06-01,SVC056,Standard Warranty,No Return,13-24m,MDL010,VAR060,1,0,17859,0
2024-06-01,SVC056,Standard Warranty,No Return,13-24m,MDL011,VAR064,1,0,10703,0
2024-06-01,SVC056,Standard Warranty,No Return,25-36m,MDL012,VAR068,1,0,16538,0
2024-06-01,SVC056,Standard Warranty,No Return,25-36m,MDL012,VAR070,1,0,14795,0
2024-06-01,SVC056,Standard Warranty,No Return,4-6m,MDL012,VAR071,1,0,14782,0
2024-06-01,SVC056,Standard Warranty,No Return,7-12m,MDL012,VAR069,1,0,37222,0
2024-06-01,SVC057,Extended Warranty,No Return,0-3m,MDL011,VAR065,1,0,4053,0
2024-06-01,SVC057,Goodwill,No Return,0-3m,MDL011,VAR061,1,0,21683,0
2024-06-01,SVC057,Goodwill,No Return,4-6m,MDL011,VAR066,1,0,24863,0
2024-06-01,SVC057,No Claim,Documentation Issue,4-6m,MDL010,VAR060,0,1,0,420745
2024-06-01,SVC057,No Claim,Documentation Issue,7-12m,MDL011,VAR066,0,1,0,121366
2024-06-01,SVC057,No Claim,Quality Concern,4-6m,MDL011,VAR063,0,1,0,84664
2024-06-01,SVC057,Recall,No Return,0-3m,MDL012,VAR072,1,0,8872,0
2024-06-01,SVC057,Recall,No Return,13-24m,MDL012,VAR071,1,0,41818,0
2024-06-01,SVC057,Recall,No Return,25-36m,MDL010,VAR060,1,0,19287,0
2024-06-01,SVC057,Recall,No Return,25-36m,MDL011,VAR064,1,0,20600,0
2024-06-01,SVC057,Recall,No Return,4-6m,MDL011,VAR062,1,0,8491,0
2024-06-01,SVC057,Recall,No Return,7-12m,MDL012,VAR067,1,0,29487,0
2024-06-01,SVC057,Standard Warranty,No Return,0-3m,MDL012,VAR070,1,0,40341,0
2024-06-01,SVC057,Standard Warranty,No Return,13-24m,MDL001,VAR001,1,0,39928,0
2024-06-01,SVC057,Standard Warranty,No Return,13-24m,MDL012,VAR068,1,0,34703,0
2024-06-01,SVC057,Standard Warranty,No Return,25-36m,MDL012,VAR069,1,0,15751,0
2024-06-01,SVC057,Standard Warranty,No Return,4-6m,MDL011,VAR063,1,0,39723,0
2024-06-01,SVC058,Extended Warranty,No Return,0-3m,MDL001,VAR005,1,0,41454,0
2024-06-01,SVC058,Extended Warranty,No Return,25-36m,MDL001,VAR003,1,0,36681,0
2024-06-01,SVC058,Extended Warranty,No Return,25-36m,MDL012,VAR072,1,0,2851,0
2024-06-01,SVC058,Extended Warranty,No Return,4-6m,MDL011,VAR061,1,0,6056,0
2024-06-01,SVC058,Extended Warranty,No Return,4-6m,MDL012,VAR071,1,0,18053,0
2024-06-01,SVC058,Goodwill,No Return,13-24m,MDL012,VAR069,1,0,9214,0
2024-06-01,SVC058,Goodwill,No Return,25-36m,MDL011,VAR065,1,0,19861,0
2024-06-01,SVC058,Goodwill,No Return,25-36m,MDL012,VAR067,1,0,5580,0
2024-06-01,SVC058,Goodwill,No Return,4-6m,MDL011,VAR062,1,0,1813,0
2024-06-01,SVC058,Goodwill,No Return,7-12m,MDL012,VAR068,1,0,29522,0
2024-06-01,SVC058,No Claim,Incorrect Variant,0-3m,MDL012,VAR067,0,1,0,349969
2024-06-01,SVC058,No Claim,Quality Concern,4-6m,MDL011,VAR064,0,1,0,433997
2024-06-01,SVC058,No Claim,Quality Concern,7-12m,MDL011,VAR061,0,1,0,301781
2024-06-01,SVC058,Recall,No Return,0-3m,MDL001,VAR006,1,0,15065,0
2024-06-01,SVC058,Recall,No Return,13-24m,MDL001,VAR002,1,0,35040,0
2024-06-01,SVC058,Recall,No Return,13-24m,MDL002,VAR009,1,0,26114,0
2024-06-01,SVC058,Recall,No Return,25-36m,MDL002,VAR008,1,0,37753,0
2024-06-01,SVC058,Recall,No Return,4-6m,MDL001,VAR004,1,0,43273,0
2024-06-01,SVC058,Standard Warranty,No Return,13-24m,MDL011,VAR066,1,0,26275,0
2024-06-01,SVC058,Standard Warranty,No Return,25-36m,MDL001,VAR001,1,0,28145,0
2024-06-01,SVC058,Standard Warranty,No Return,25-36m,MDL011,VAR063,1,0,34515,0
2024-06-01,SVC058,Standard Warranty,No Return,25-36m,MDL011,VAR064,1,0,20674,0
2024-06-01,SVC058,Standard Warranty,No Return,25-36m,MDL012,VAR070,1,0,41351,0
2024-06-01,SVC058,Standard Warranty,No Return,4-6m,MDL002,VAR007,1,0,11499,0
2024-06-01,SVC058,Standard Warranty,No Return,7-12m,MDL002,VAR010,1,0,3362,0
2024-06-01,SVC059,Extended Warranty,No Return,0-3m,MDL012,VAR069,1,0,22827,0
2024-06-01,SVC059,Extended Warranty,No Return,25-36m,MDL002,VAR009,1,0,14002,0
2024-06-01,SVC059,Extended Warranty,No Return,4-6m,MDL001,VAR003,1,0,13809,0
2024-06-01,SVC059,Extended Warranty,No Return,7-12m,MDL001,VAR004,1,0,6942,0
2024-06-01,SVC059,Goodwill,No Return,0-3m,MDL001,VAR005,1,0,12933,0
2024-06-01,SVC059,Goodwill,No Return,0-3m,MDL002,VAR007,1,0,14949,0
2024-06-01,SVC059,Goodwill,No Return,13-24m,MDL001,VAR001,1,0,19262,0
2024-06-01,SVC059,Goodwill,No Return,13-24m,MDL011,VAR063,1,0,39616,0
2024-06-01,SVC059,Goodwill,No Return,4-6m,MDL012,VAR071,1,0,37592,0
2024-06-01,SVC059,Goodwill,No Return,7-12m,MDL001,VAR006,1,0,19052,0
2024-06-01,SVC059,Goodwill,No Return,7-12m,MDL002,VAR010,1,0,31928,0
2024-06-01,SVC059,Goodwill,No Return,7-12m,MDL012,VAR070,1,0,7342,0
2024-06-01,SVC059,No Claim,Customer Cancellation,4-6m,MDL012,VAR071,0,1,0,438471
2024-06-01,SVC059,No Claim,Documentation Issue,0-3m,MDL011,VAR062,0,1,0,166997
2024-06-01,SVC059,No Claim,Exchange,7-12m,MDL011,VAR065,0,1,0,173605
2024-06-01,SVC059,No Claim,Transit Damage,7-12m,MDL012,VAR068,0,1,0,130053
2024-06-01,SVC059,Recall,No Return,25-36m,MDL011,VAR062,1,0,10719,0
2024-06-01,SVC059,Recall,No Return,25-36m,MDL011,VAR065,1,0,2615,0
2024-06-01,SVC059,Recall,No Return,4-6m,MDL001,VAR002,1,0,23690,0
2024-06-01,SVC059,Recall,No Return,4-6m,MDL012,VAR072,1,0,16983,0
2024-06-01,SVC059,Recall,No Return,7-12m,MDL012,VAR067,1,0,36489,0
2024-06-01,SVC059,Standard Warranty,No Return,0-3m,MDL011,VAR064,1,0,36900,0
2024-06-01,SVC059,Standard Warranty,No Return,13-24m,MDL012,VAR068,1,0,2121,0
2024-06-01,SVC059,Standard Warranty,No Return,4-6m,MDL011,VAR066,1,0,14408,0
2024-06-01,SVC059,Standard Warranty,No Return,7-12m,MDL002,VAR008,1,0,9728,0
2024-06-01,SVC060,Extended Warranty,No Return,0-3m,MDL002,VAR008,1,0,10469,0
2024-06-01,SVC060,Extended Warranty,No Return,13-24m,MDL002,VAR007,1,0,30507,0
2024-06-01,SVC060,Extended Warranty,No Return,13-24m,MDL012,VAR071,1,0,24662,0
2024-06-01,SVC060,Extended Warranty,No Return,25-36m,MDL001,VAR001,1,0,18095,0
2024-06-01,SVC060,Extended Warranty,No Return,4-6m,MDL001,VAR003,1,0,10814,0
2024-06-01,SVC060,Extended Warranty,No Return,7-12m,MDL001,VAR002,1,0,4945,0
2024-06-01,SVC060,Goodwill,No Return,13-24m,MDL012,VAR072,1,0,28983,0
2024-06-01,SVC060,Goodwill,No Return,25-36m,MDL012,VAR069,1,0,6803,0
2024-06-01,SVC060,Goodwill,No Return,7-12m,MDL001,VAR004,1,0,39178,0
2024-06-01,SVC060,No Claim,Customer Cancellation,4-6m,MDL012,VAR072,0,1,0,186168
2024-06-01,SVC060,No Claim,Exchange,0-3m,MDL001,VAR003,0,1,0,137304
2024-06-01,SVC060,No Claim,Exchange,0-3m,MDL012,VAR069,0,1,0,434116
2024-06-01,SVC060,No Claim,Quality Concern,7-12m,MDL011,VAR063,0,1,0,414609
2024-06-01,SVC060,No Claim,Transit Damage,4-6m,MDL011,VAR066,0,1,0,392633
2024-06-01,SVC060,Recall,No Return,7-12m,MDL011,VAR063,1,0,36293,0
2024-06-01,SVC060,Standard Warranty,No Return,0-3m,MDL012,VAR068,1,0,16513,0
2024-06-01,SVC060,Standard Warranty,No Return,13-24m,MDL001,VAR006,1,0,19272,0
2024-06-01,SVC060,Standard Warranty,No Return,4-6m,MDL001,VAR005,1,0,19678,0
2024-06-01,SVC060,Standard Warranty,No Return,4-6m,MDL002,VAR009,1,0,31953,0
2024-06-01,SVC060,Standard Warranty,No Return,4-6m,MDL011,VAR064,1,0,34700,0
2024-06-01,SVC060,Standard Warranty,No Return,4-6m,MDL012,VAR070,1,0,39171,0
2024-06-01,SVC060,Standard Warranty,No Return,7-12m,MDL011,VAR065,1,0,27083,0
2024-06-01,SVC060,Standard Warranty,No Return,7-12m,MDL011,VAR066,1,0,13655,0
2024-06-01,SVC060,Standard Warranty,No Return,7-12m,MDL012,VAR067,1,0,31283,0
2024-07-01,SVC001,Extended Warranty,No Return,0-3m,MDL004,VAR023,1,0,25341,0
2024-07-01,SVC001,Extended Warranty,No Return,0-3m,MDL006,VAR033,1,0,25855,0
2024-07-01,SVC001,Extended Warranty,No Return,0-3m,MDL007,VAR039,1,0,39344,0
2024-07-01,SVC001,Extended Warranty,No Return,13-24m,MDL002,VAR007,1,0,30162,0
2024-07-01,SVC001,Extended Warranty,No Return,13-24m,MDL004,VAR019,1,0,8608,0
2024-07-01,SVC001,Extended Warranty,No Return,13-24m,MDL005,VAR026,1,0,36032,0
2024-07-01,SVC001,Extended Warranty,No Return,13-24m,MDL006,VAR032,1,0,19689,0
2024-07-01,SVC001,Extended Warranty,No Return,25-36m,MDL006,VAR034,1,0,13849,0
2024-07-01,SVC001,Extended Warranty,No Return,4-6m,MDL002,VAR011,1,0,28836,0
2024-07-01,SVC001,Extended Warranty,No Return,4-6m,MDL004,VAR022,1,0,6265,0
2024-07-01,SVC001,Extended Warranty,No Return,4-6m,MDL007,VAR040,1,0,14617,0
2024-07-01,SVC001,Extended Warranty,No Return,7-12m,MDL001,VAR005,1,0,4292,0
2024-07-01,SVC001,Extended Warranty,No Return,7-12m,MDL002,VAR012,1,0,35628,0
2024-07-01,SVC001,Extended Warranty,No Return,7-12m,MDL003,VAR014,1,0,18671,0
2024-07-01,SVC001,Extended Warranty,No Return,7-12m,MDL006,VAR036,1,0,10060,0
2024-07-01,SVC001,Goodwill,No Return,25-36m,MDL006,VAR035,1,0,19726,0
2024-07-01,SVC001,Goodwill,No Return,25-36m,MDL007,VAR038,1,0,42460,0
2024-07-01,SVC001,Goodwill,No Return,4-6m,MDL002,VAR010,1,0,35162,0
2024-07-01,SVC001,Goodwill,No Return,4-6m,MDL004,VAR021,1,0,28874,0
2024-07-01,SVC001,Goodwill,No Return,7-12m,MDL002,VAR008,1,0,27962,0
2024-07-01,SVC001,No Claim,Customer Cancellation,7-12m,MDL002,VAR011,0,1,0,338798
2024-07-01,SVC001,No Claim,Documentation Issue,7-12m,MDL001,VAR005,0,1,0,97065
2024-07-01,SVC001,No Claim,Exchange,0-3m,MDL003,VAR017,0,1,0,78634
2024-07-01,SVC001,No Claim,Incorrect Variant,0-3m,MDL002,VAR008,0,1,0,299084
2024-07-01,SVC001,No Claim,Incorrect Variant,0-3m,MDL004,VAR020,0,1,0,374125
2024-07-01,SVC001,No Claim,Quality Concern,7-12m,MDL004,VAR023,0,1,0,47710
2024-07-01,SVC001,No Claim,Transit Damage,4-6m,MDL003,VAR014,0,1,0,328567
2024-07-01,SVC001,Recall,No Return,13-24m,MDL003,VAR016,1,0,5492,0
2024-07-01,SVC001,Recall,No Return,13-24m,MDL005,VAR030,1,0,33202,0
2024-07-01,SVC001,Recall,No Return,25-36m,MDL002,VAR009,1,0,31464,0
2024-07-01,SVC001,Recall,No Return,25-36m,MDL003,VAR015,1,0,6876,0
2024-07-01,SVC001,Recall,No Return,25-36m,MDL005,VAR025,1,0,43117,0
2024-07-01,SVC001,Recall,No Return,25-36m,MDL005,VAR029,1,0,26138,0
2024-07-01,SVC001,Recall,No Return,4-6m,MDL001,VAR006,1,0,28690,0
2024-07-01,SVC001,Standard Warranty,No Return,0-3m,MDL003,VAR013,1,0,12626,0
2024-07-01,SVC001,Standard Warranty,No Return,0-3m,MDL006,VAR031,1,0,13331,0
2024-07-01,SVC001,Standard Warranty,No Return,13-24m,MDL004,VAR020,1,0,17974,0
2024-07-01,SVC001,Standard Warranty,No Return,13-24m,MDL005,VAR027,1,0,39694,0
2024-07-01,SVC001,Standard Warranty,No Return,25-36m,MDL003,VAR017,1,0,8909,0
2024-07-01,SVC001,Standard Warranty,No Return,4-6m,MDL003,VAR018,1,0,41429,0
2024-07-01,SVC001,Standard Warranty,No Return,4-6m,MDL004,VAR024,1,0,2848,0
2024-07-01,SVC001,Standard Warranty,No Return,7-12m,MDL005,VAR028,1,0,20014,0
2024-07-01,SVC001,Standard Warranty,No Return,7-12m,MDL007,VAR037,1,0,31322,0
2024-07-01,SVC002,Extended Warranty,No Return,13-24m,MDL001,VAR006,1,0,34766,0
2024-07-01,SVC002,Extended Warranty,No Return,13-24m,MDL005,VAR030,1,0,20073,0
2024-07-01,SVC002,Extended Warranty,No Return,25-36m,MDL002,VAR008,1,0,33927,0
2024-07-01,SVC002,Extended Warranty,No Return,25-36m,MDL003,VAR014,1,0,37238,0
2024-07-01,SVC002,Extended Warranty,No Return,25-36m,MDL004,VAR020,1,0,20255,0
2024-07-01,SVC002,Extended Warranty,No Return,4-6m,MDL005,VAR025,1,0,24740,0
2024-07-01,SVC002,Extended Warranty,No Return,7-12m,MDL003,VAR016,1,0,33281,0
2024-07-01,SVC002,Extended Warranty,No Return,7-12m,MDL004,VAR023,1,0,23367,0
2024-07-01,SVC002,Extended Warranty,No Return,7-12m,MDL005,VAR028,1,0,4352,0
2024-07-01,SVC002,Goodwill,No Return,0-3m,MDL002,VAR007,1,0,32419,0
2024-07-01,SVC002,Goodwill,No Return,0-3m,MDL002,VAR011,1,0,32017,0
2024-07-01,SVC002,Goodwill,No Return,0-3m,MDL003,VAR013,1,0,39660,0
2024-07-01,SVC002,Goodwill,No Return,0-3m,MDL004,VAR022,1,0,21169,0
2024-07-01,SVC002,Goodwill,No Return,0-3m,MDL005,VAR026,1,0,40090,0
2024-07-01,SVC002,Goodwill,No Return,25-36m,MDL006,VAR031,1,0,18901,0
2024-07-01,SVC002,Goodwill,No Return,4-6m,MDL004,VAR021,1,0,32305,0
2024-07-01,SVC002,No Claim,Customer Cancellation,4-6m,MDL003,VAR015,0,1,0,365262
2024-07-01,SVC002,No Claim,Incorrect Variant,4-6m,MDL002,VAR012,0,1,0,112790
2024-07-01,SVC002,No Claim,Quality Concern,7-12m,MDL001,VAR006,0,1,0,211627
2024-07-01,SVC002,No Claim,Transit Damage,7-12m,MDL002,VAR009,0,1,0,137326
2024-07-01,SVC002,Recall,No Return,13-24m,MDL002,VAR012,1,0,3798,0
2024-07-01,SVC002,Recall,No Return,25-36m,MDL003,VAR015,1,0,11663,0
2024-07-01,SVC002,Recall,No Return,25-36m,MDL005,VAR029,1,0,42669,0
2024-07-01,SVC002,Recall,No Return,4-6m,MDL004,VAR019,1,0,8700,0
2024-07-01,SVC002,Standard Warranty,No Return,0-3m,MDL002,VAR009,1,0,34166,0
2024-07-01,SVC002,Standard Warranty,No Return,0-3m,MDL003,VAR017,1,0,2161,0
2024-07-01,SVC002,Standard Warranty,No Return,0-3m,MDL003,VAR018,1,0,25913,0
2024-07-01,SVC002,Standard Warranty,No Return,13-24m,MDL005,VAR027,1,0,29822,0
2024-07-01,SVC002,Standard Warranty,No Return,4-6m,MDL002,VAR010,1,0,18887,0
2024-07-01,SVC002,Standard Warranty,No Return,4-6m,MDL004,VAR024,1,0,11398,0
2024-07-01,SVC003,Extended Warranty,No Return,0-3m,MDL002,VAR009,1,0,23783,0
2024-07-01,SVC003,Extended Warranty,No Return,0-3m,MDL003,VAR016,1,0,9292,0
2024-07-01,SVC003,Extended Warranty,No Return,0-3m,MDL003,VAR018,1,0,3422,0
2024-07-01,SVC003,Extended Warranty,No Return,0-3m,MDL006,VAR033,1,0,13985,0
2024-07-01,SVC003,Extended Warranty,No Return,0-3m,MDL008,VAR044,1,0,16318,0
2024-07-01,SVC003,Extended Warranty,No Return,13-24m,MDL005,VAR027,1,0,12682,0
2024-07-01,SVC003,Extended Warranty,No Return,13-24m,MDL006,VAR032,1,0,35673,0
2024-07-01,SVC003,Extended Warranty,No Return,13-24m,MDL007,VAR041,1,0,32763,0
2024-07-01,SVC003,Extended Warranty,No Return,13-24m,MDL008,VAR046,1,0,27509,0
2024-07-01,SVC003,Extended Warranty,No Return,25-36m,MDL003,VAR014,1,0,24675,0
2024-07-01,SVC003,Extended Warranty,No Return,25-36m,MDL003,VAR017,1,0,13390,0
2024-07-01,SVC003,Extended Warranty,No Return,25-36m,MDL004,VAR020,1,0,41592,0
2024-07-01,SVC003,Extended Warranty,No Return,25-36m,MDL004,VAR022,1,0,35655,0
2024-07-01,SVC003,Extended Warranty,No Return,7-12m,MDL007,VAR040,1,0,37141,0
2024-07-01,SVC003,Goodwill,No Return,0-3m,MDL003,VAR015,1,0,42255,0
2024-07-01,SVC003,Goodwill,No Return,13-24m,MDL006,VAR031,1,0,8463,0
2024-07-01,SVC003,Goodwill,No Return,13-24m,MDL006,VAR035,1,0,35208,0
2024-07-01,SVC003,Goodwill,No Return,25-36m,MDL005,VAR025,1,0,40919,0
2024-07-01,SVC003,Goodwill,No Return,25-36m,MDL006,VAR034,1,0,3902,0
2024-07-01,SVC003,Goodwill,No Return,25-36m,MDL007,VAR037,1,0,41594,0
2024-07-01,SVC003,Goodwill,No Return,7-12m,MDL002,VAR007,1,0,22245,0
2024-07-01,SVC003,Goodwill,No Return,7-12m,MDL002,VAR011,1,0,43620,0
2024-07-01,SVC003,Goodwill,No Return,7-12m,MDL004,VAR024,1,0,11833,0
2024-07-01,SVC003,Goodwill,No Return,7-12m,MDL005,VAR030,1,0,14636,0
2024-07-01,SVC003,Goodwill,No Return,7-12m,MDL006,VAR036,1,0,9277,0
2024-07-01,SVC003,No Claim,Customer Cancellation,4-6m,MDL003,VAR016,0,1,0,248122
2024-07-01,SVC003,No Claim,Documentation Issue,0-3m,MDL002,VAR010,0,1,0,66723
2024-07-01,SVC003,No Claim,Exchange,7-12m,MDL002,VAR007,0,1,0,295910
2024-07-01,SVC003,No Claim,Quality Concern,4-6m,MDL003,VAR013,0,1,0,119320
2024-07-01,SVC003,Recall,No Return,13-24m,MDL002,VAR010,1,0,28559,0
2024-07-01,SVC003,Recall,No Return,13-24m,MDL005,VAR029,1,0,23408,0
2024-07-01,SVC003,Recall,No Return,13-24m,MDL007,VAR042,1,0,3230,0
2024-07-01,SVC003,Recall,No Return,25-36m,MDL004,VAR021,1,0,29669,0
2024-07-01,SVC003,Recall,No Return,25-36m,MDL005,VAR028,1,0,43555,0
2024-07-01,SVC003,Standard Warranty,No Return,13-24m,MDL003,VAR013,1,0,34021,0
2024-07-01,SVC003,Standard Warranty,No Return,13-24m,MDL004,VAR023,1,0,13114,0
2024-07-01,SVC003,Standard Warranty,No Return,25-36m,MDL002,VAR008,1,0,3430,0
2024-07-01,SVC003,Standard Warranty,No Return,25-36m,MDL007,VAR038,1,0,9629,0
2024-07-01,SVC003,Standard Warranty,No Return,4-6m,MDL002,VAR012,1,0,2242,0
2024-07-01,SVC003,Standard Warranty,No Return,4-6m,MDL004,VAR019,1,0,10345,0
2024-07-01,SVC003,Standard Warranty,No Return,4-6m,MDL005,VAR026,1,0,37970,0
2024-07-01,SVC003,Standard Warranty,No Return,4-6m,MDL007,VAR039,1,0,33763,0
2024-07-01,SVC003,Standard Warranty,No Return,4-6m,MDL008,VAR043,1,0,35292,0
2024-07-01,SVC003,Standard Warranty,No Return,7-12m,MDL008,VAR045,1,0,23490,0
2024-07-01,SVC004,Extended Warranty,No Return,13-24m,MDL004,VAR024,1,0,33494,0
2024-07-01,SVC004,Extended Warranty,No Return,7-12m,MDL002,VAR011,1,0,11478,0
2024-07-01,SVC004,Extended Warranty,No Return,7-12m,MDL005,VAR025,1,0,5032,0
2024-07-01,SVC004,Goodwill,No Return,0-3m,MDL004,VAR022,1,0,9918,0
2024-07-01,SVC004,Goodwill,No Return,13-24m,MDL003,VAR013,1,0,39776,0
2024-07-01,SVC004,Goodwill,No Return,13-24m,MDL005,VAR027,1,0,42759,0
2024-07-01,SVC004,Goodwill,No Return,13-24m,MDL006,VAR031,1,0,37151,0
2024-07-01,SVC004,Goodwill,No Return,25-36m,MDL003,VAR016,1,0,41636,0
2024-07-01,SVC004,Goodwill,No Return,25-36m,MDL003,VAR018,1,0,10988,0
2024-07-01,SVC004,Goodwill,No Return,4-6m,MDL002,VAR009,1,0,6076,0
2024-07-01,SVC004,No Claim,Customer Cancellation,7-12m,MDL002,VAR008,0,1,0,285412
2024-07-01,SVC004,No Claim,Customer Cancellation,7-12m,MDL002,VAR011,0,1,0,205200
2024-07-01,SVC004,No Claim,Transit Damage,7-12m,MDL003,VAR014,0,1,0,353632
2024-07-01,SVC004,Recall,No Return,0-3m,MDL003,VAR014,1,0,36136,0
2024-07-01,SVC004,Recall,No Return,0-3m,MDL003,VAR015,1,0,21836,0
2024-07-01,SVC004,Recall,No Return,7-12m,MDL002,VAR008,1,0,1932,0
2024-07-01,SVC004,Recall,No Return,7-12m,MDL003,VAR017,1,0,26210,0
2024-07-01,SVC004,Recall,No Return,7-12m,MDL005,VAR026,1,0,11938,0
2024-07-01,SVC004,Recall,No Return,7-12m,MDL005,VAR030,1,0,11514,0
2024-07-01,SVC004,Standard Warranty,No Return,0-3m,MDL002,VAR010,1,0,31198,0
